x,y,V,Exact,Error
0.72,0.06,-0.59657,-0.650088,0.0535175
0.76,0.06,-0.496207,-0.54266,0.046453
0.8,0.06,-0.400271,-0.440678,0.0404067
0.84,0.06,-0.308407,-0.343618,0.0352105
0.88,0.06,-0.220299,-0.251029,0.0307294
0.92,0.06,-0.135666,-0.162519,0.0268531
0.96,0.06,-0.054254,-0.0777453,0.0234913
1,0.06,0.0241626,0.00359354,0.020569
1.04,0.06,0.099788,0.0817643,0.0180237
1.08,0.06,0.172807,0.157004,0.0158028
1.12,0.06,0.243385,0.229523,0.0138618
1.16,0.06,0.311675,0.299512,0.012163
1.2,0.06,0.377814,0.36714,0.0106742
1.24,0.06,0.441929,0.432561,0.00936768
1.28,0.06,0.504135,0.495915,0.00821968
1.32,0.06,0.564537,0.557327,0.00720966
1.36,0.06,0.623234,0.616914,0.00631979
1.4,0.06,0.680314,0.67478,0.00553461
1.44,0.06,0.735861,0.731021,0.0048406
1.48,0.06,0.789952,0.785726,0.00422597
1.52,0.06,0.842658,0.838978,0.00368035
1.56,0.06,0.894044,0.89085,0.00319463
1.6,0.06,0.944173,0.941413,0.00276073
1.64,0.06,0.993102,0.99073,0.0023715
1.68,0.06,1.04088,1.03886,0.00202056
1.72,0.06,1.08757,1.08586,0.00170218
1.76,0.06,1.1332,1.13179,0.0014112
1.8,0.06,1.17783,1.17668,0.00114291
1.84,0.06,1.22149,1.22059,0.000892978
1.88,0.06,1.26422,1.26356,0.000657405
1.92,0.06,1.30606,1.30563,0.000432417
1.96,0.06,1.34704,1.34683,0.000214431
2,0.06,1.38719,1.38719,0
0,0.08,0.00637961,-5.05146,5.05784
0.04,0.08,-1.40238,-4.82831,3.42593
0.08,0.08,-2.1185,-4.35831,2.23981
0.12,0.08,-2.36476,-3.8728,1.50805
0.16,0.08,-2.3782,-3.44202,1.06382
0.2,0.08,-2.28683,-3.07046,0.783622
0.24,0.08,-2.15103,-2.74887,0.597842
0.28,0.08,-1.99865,-2.46746,0.468805
0.32,0.08,-1.84267,-2.21824,0.375578
0.36,0.08,-1.6891,-1.9951,0.306
0.4,0.08,-1.54069,-1.79336,0.25267
0.44,0.08,-1.39855,-1.60944,0.21089
0.48,0.08,-1.26298,-1.44054,0.177561
0.52,0.08,-1.13389,-1.28446,0.15057
0.56,0.08,-1.011,-1.13943,0.128437
0.6,0.08,-0.893936,-1.00403,0.110094
0.64,0.08,-0.782313,-0.87707,0.0947572
0.68,0.08,-0.675742,-0.757579,0.0818368
0.72,0.08,-0.573855,-0.644738,0.0708826
0.76,0.08,-0.47631,-0.537854,0.0615447
0.8,0.08,-0.382789,-0.436337,0.0535476
0.84,0.08,-0.293006,-0.339677,0.0466716
0.88,0.08,-0.206697,-0.247436,0.0407392
0.92,0.08,-0.123624,-0.15923,0.0356057
0.96,0.08,-0.0435713,-0.0747235,0.0311523
1,0.08,0.0336596,0.00637961,0.02728
1.04,0.08,0.108248,0.0843411,0.0239066
1.08,0.08,0.180357,0.159394,0.0209625
1.12,0.08,0.250136,0.231746,0.0183891
1.16,0.08,0.317721,0.301585,0.0161365
1.2,0.08,0.38324,0.369078,0.014162
1.24,0.08,0.446806,0.434376,0.0124292
1.28,0.08,0.508525,0.497619,0.0109064
1.32,0.08,0.568496,0.55893,0.00956659
1.36,0.08,0.62681,0.618424,0.00838608
1.4,0.08,0.683549,0.676204,0.00734437
1.44,0.08,0.738791,0.732368,0.00642359
1.48,0.08,0.79261,0.787002,0.00560808
1.52,0.08,0.845071,0.840187,0.00488411
1.56,0.08,0.896238,0.891998,0.00423959
1.6,0.08,0.946168,0.942504,0.00366381
1.64,0.08,0.994916,0.991769,0.0031473
1.68,0.08,1.04253,1.03985,0.00268159
1.72,0.08,1.08907,1.08681,0.00225909
1.76,0.08,1.13456,1.13269,0.00187293
1.8,0.08,1.17906,1.17755,0.00151687
1.84,0.08,1.2226,1.22142,0.00118519
1.88,0.08,1.26523,1.26435,0.000872545
1.92,0.08,1.30696,1.30638,0.000573945
1.96,0.08,1.34784,1.34755,0.000284627
2,0.08,1.38789,1.38789,0
0,0.1,0.00995033,-4.60517,4.61512
0.04,0.1,-1.06301,-4.45675,3.39375
0.08,0.1,-1.71883,-4.11047,2.39164
0.12,0.1,-2.0162,-3.71317,1.69698
0.16,0.1,-2.09822,-3.33541,1.23719
0.2,0.1,-2.06568,-2.99573,0.930056
0.24,0.1,-1.9754,-2.69415,0.71875
0.28,0.1,-1.85748,-2.42588,0.568407
0.32,0.1,-1.72767,-2.18569,0.45802
0.36,0.1,-1.59427,-1.96897,0.374706
0.4,0.1,-1.46162,-1.77196,0.310334
0.44,0.1,-1.33199,-1.5916,0.259604
0.48,0.1,-1.2065,-1.42545,0.218955
0.52,0.1,-1.08562,-1.27154,0.185923
0.56,0.1,-0.969485,-1.12825,0.158763
0.6,0.1,-0.858047,-0.994252,0.136206
0.64,0.1,-0.751141,-0.868453,0.117313
0.68,0.1,-0.648555,-0.749929,0.101374
0.72,0.1,-0.550056,-0.637902,0.0878462
0.76,0.1,-0.455406,-0.531709,0.0763033
0.8,0.1,-0.364373,-0.430783,0.0664101
0.84,0.1,-0.276736,-0.334634,0.0578983
0.88,0.1,-0.192286,-0.242836,0.0505505
0.92,0.1,-0.110828,-0.155018,0.0441894
0.96,0.1,-0.032183,-0.0708517,0.0386688
1,0.1,0.0438174,0.00995033,0.0338671
1.04,0.1,0.117327,0.0876445,0.0296827
1.08,0.1,0.188489,0.162459,0.02603
1.12,0.1,0.257434,0.234598,0.0228366
1.16,0.1,0.324285,0.304244,0.0200408
1.2,0.1,0.389153,0.371564,0.0175898
1.24,0.1,0.452144,0.436705,0.0154384
1.28,0.1,0.513353,0.499805,0.0135477
1.32,0.1,0.57287,0.560986,0.0118839
1.36,0.1,0.630779,0.620361,0.0104179
1.4,0.1,0.687158,0.678034,0.00912411
1.44,0.1,0.742078,0.734097,0.00798044
1.48,0.1,0.795607,0.788639,0.00696747
1.52,0.1,0.847808,0.84174,0.00606815
1.56,0.1,0.89874,0.893472,0.00526749
1.6,0.1,0.948458,0.943906,0.0045522
1.64,0.1,0.997014,0.993104,0.00391052
1.68,0.1,1.04446,1.04112,0.00333192
1.72,0.1,1.09083,1.08802,0.00280699
1.76,0.1,1.13618,1.13385,0.00232721
1.8,0.1,1.18054,1.17865,0.00188482
1.84,0.1,1.22395,1.22248,0.0014727
1.88,0.1,1.26645,1.26537,0.00108424
1.92,0.1,1.30807,1.30736,0.00071321
1.96,0.1,1.34884,1.34849,0.000353703
2,0.1,1.38879,1.38879,0
0,0.12,0.0142973,-4.24053,4.25482
0.04,0.12,-0.827912,-4.13517,3.30725
0.08,0.12,-1.40877,-3.8728,2.46403
0.12,0.12,-1.72147,-3.54738,1.82591
0.16,0.12,-1.84688,-3.21888,1.372
0.2,0.12,-1.85895,-2.91139,1.05244
0.24,0.12,-1.80667,-2.63109,0.824415
0.28,0.12,-1.71927,-2.37731,0.658041
0.32,0.12,-1.61358,-2.14729,0.533715
0.36,0.12,-1.49925,-1.93794,0.438695
0.4,0.12,-1.3818,-1.7464,0.364603
0.44,0.12,-1.26441,-1.57022,0.305811
0.48,0.12,-1.14886,-1.40731,0.258454
0.52,0.12,-1.03615,-1.25597,0.219815
0.56,0.12,-0.926798,-1.11474,0.187943
0.6,0.12,-0.821025,-0.982431,0.161406
0.64,0.12,-0.718889,-0.858022,0.139133
0.68,0.12,-0.620346,-0.740658,0.120313
0.72,0.12,-0.525293,-0.629609,0.104316
0.76,0.12,-0.433597,-0.524249,0.0906514
0.8,0.12,-0.345108,-0.424036,0.0789289
0.84,0.12,-0.259669,-0.328504,0.0688353
0.88,0.12,-0.177126,-0.237242,0.0601163
0.92,0.12,-0.0973291,-0.149893,0.052564
0.96,0.12,-0.0201334,-0.0661398,0.0460064
1,0.12,0.0545978,0.0142973,0.0403005
1.04,0.12,0.126994,0.0916672,0.0353265
1.08,0.12,0.197175,0.166192,0.0309833
1.12,0.12,0.265257,0.238072,0.0271852
1.16,0.12,0.331344,0.307485,0.0238592
1.2,0.12,0.395536,0.374593,0.020943
1.24,0.12,0.457927,0.439544,0.0183829
1.28,0.12,0.518603,0.502471,0.0161326
1.32,0.12,0.577646,0.563494,0.0141521
1.36,0.12,0.635132,0.622725,0.0124068
1.4,0.12,0.691131,0.680265,0.0108665
1.44,0.12,0.745711,0.736207,0.00950479
1.48,0.12,0.798935,0.790637,0.0082986
1.52,0.12,0.850862,0.843634,0.00722768
1.56,0.12,0.901546,0.895271,0.00627417
1.6,0.12,0.951039,0.945616,0.00542231
1.64,0.12,0.99939,0.994732,0.00465807
1.68,0.12,1.04665,1.04268,0.00396894
1.72,0.12,1.09285,1.0895,0.00334371
1.76,0.12,1.13804,1.13527,0.00277223
1.8,0.12,1.18225,1.18001,0.00224528
1.84,0.12,1.22553,1.22378,0.00175437
1.88,0.12,1.2679,1.26661,0.00129163
1.92,0.12,1.3094,1.30855,0.000849653
1.96,0.12,1.35005,1.34963,0.000421382
2,0.12,1.38989,1.38989,0
0,0.14,0.0194104,-3.93223,3.95164
0.04,0.14,-0.658156,-3.85375,3.1956
0.08,0.14,-1.16576,-3.64966,2.4839
0.12,0.14,-1.47357,-3.38139,1.90783
0.16,0.14,-1.62387,-3.09666,1.47278
0.2,0.14,-1.66832,-2.8201,1.15178
0.24,0.14,-1.64673,-2.56136,0.914622
0.28,0.14,-1.58563,-2.32279,0.737157
0.32,0.14,-1.50164,-2.10373,0.602091
0.36,0.14,-1.405,-1.90247,0.497464
0.4,0.14,-1.30197,-1.71702,0.415057
0.44,0.14,-1.19636,-1.54552,0.349167
0.48,0.14,-1.09051,-1.38629,0.295781
0.52,0.14,-0.985852,-1.23787,0.252022
0.56,0.14,-0.883217,-1.09901,0.215795
0.6,0.14,-0.783094,-0.968637,0.185544
0.64,0.14,-0.685738,-0.845832,0.160094
0.68,0.14,-0.591264,-0.729811,0.138547
0.72,0.14,-0.499692,-0.619897,0.120205
0.76,0.14,-0.410987,-0.515503,0.104516
0.8,0.14,-0.32508,-0.416122,0.0910421
0.84,0.14,-0.241878,-0.321308,0.0794299
0.88,0.14,-0.16128,-0.230672,0.0693916
0.92,0.14,-0.0831796,-0.14387,0.0606908
0.96,0.14,-0.00746772,-0.0605996,0.0531319
1,0.14,0.0659621,0.0194104,0.0465517
1.04,0.14,0.137214,0.0964005,0.0408133
1.08,0.14,0.206387,0.170586,0.0358008
1.12,0.14,0.273578,0.242162,0.0314162
1.16,0.14,0.338877,0.311301,0.0275757
1.2,0.14,0.40237,0.378162,0.0242076
1.24,0.14,0.464139,0.442889,0.0212501
1.28,0.14,0.524262,0.505612,0.0186502
1.32,0.14,0.582811,0.56645,0.0163618
1.36,0.14,0.639855,0.625511,0.0143448
1.4,0.14,0.695459,0.682895,0.0125645
1.44,0.14,0.749684,0.738694,0.0109904
1.48,0.14,0.802589,0.792993,0.00959607
1.52,0.14,0.854226,0.845868,0.00835799
1.56,0.14,0.904649,0.897393,0.00725558
1.6,0.14,0.953905,0.947634,0.00627063
1.64,0.14,1.00204,0.996653,0.00538694
1.68,0.14,1.0491,1.04451,0.00459007
1.72,0.14,1.09512,1.09125,0.00386706
1.76,0.14,1.14014,1.13694,0.00320619
1.8,0.14,1.1842,1.1816,0.0025968
1.84,0.14,1.22733,1.2253,0.00202907
1.88,0.14,1.26957,1.26807,0.0014939
1.92,0.14,1.31094,1.30995,0.000982725
1.96,0.14,1.35147,1.35098,0.00048739
2,0.14,1.39118,1.39118,0
0,0.16,0.0252778,-3.66516,3.69044
0.04,0.16,-0.53089,-3.60454,3.07365
0.08,0.16,-0.972689,-3.44202,2.46933
0.12,0.16,-1.26504,-3.21888,1.95383
0.16,0.16,-1.42734,-2.97202,1.54468
0.2,0.16,-1.49419,-2.72418,1.22999
0.24,0.16,-1.49667,-2.48651,0.989834
0.28,0.16,-1.45771,-2.26336,0.805651
0.32,0.16,-1.39287,-2.05573,0.662852
0.36,0.16,-1.31236,-1.86304,0.550681
0.4,0.16,-1.22277,-1.68416,0.461387
0.44,0.16,-1.12837,-1.51777,0.389404
0.48,0.16,-1.03187,-1.36258,0.330706
0.52,0.16,-0.935045,-1.2174,0.282351
0.56,0.16,-0.839008,-1.08117,0.242157
0.6,0.16,-0.74447,-0.952955,0.208484
0.64,0.16,-0.651868,-0.83195,0.180082
0.68,0.16,-0.561456,-0.71744,0.155984
0.72,0.16,-0.473374,-0.608806,0.135432
0.76,0.16,-0.387678,-0.505506,0.117828
0.8,0.16,-0.304375,-0.407066,0.102691
0.84,0.16,-0.223436,-0.313068,0.0896323
0.88,0.16,-0.14481,-0.223144,0.0783335
0.92,0.16,-0.0684328,-0.136966,0.068533
0.96,0.16,0.00576847,-0.054245,0.0600135
1,0.16,0.0778709,0.0252778,0.0525931
1.04,0.16,0.147953,0.101834,0.046119
1.08,0.16,0.216094,0.175633,0.0404619
1.12,0.16,0.282372,0.24686,0.0355116
1.16,0.16,0.346861,0.315686,0.0311745
1.2,0.16,0.409635,0.382265,0.0273698
1.24,0.16,0.470763,0.446735,0.0240283
1.28,0.16,0.530315,0.509224,0.0210903
1.32,0.16,0.588353,0.569849,0.0185038
1.36,0.16,0.644939,0.628715,0.0162238
1.4,0.16,0.700132,0.685921,0.014211
1.44,0.16,0.753988,0.741556,0.0124313
1.48,0.16,0.806558,0.795704,0.0108546
1.52,0.16,0.857895,0.84844,0.00945451
1.56,0.16,0.908044,0.899836,0.00820775
1.6,0.16,0.957051,0.949958,0.00709374
1.64,0.16,1.00496,0.998866,0.00609421
1.68,0.16,1.05181,1.04662,0.00519284
1.72,0.16,1.09764,1.09326,0.00437497
1.76,0.16,1.14249,1.13886,0.00362737
1.8,0.16,1.18638,1.18344,0.00293797
1.84,0.16,1.22936,1.22706,0.00229569
1.88,0.16,1.27145,1.26976,0.00169023
1.92,0.16,1.31268,1.31157,0.00111189
1.96,0.16,1.35308,1.35253,0.000551463
2,0.16,1.39267,1.39267,0
0,0.18,0.0318862,-3.4296,3.46148
0.04,0.18,-0.432217,-3.38139,2.94918
0.08,0.18,-0.816982,-3.24934,2.43235
0.12,0.18,-1.08903,-3.06187,1.97284
0.16,0.18,-1.25466,-2.84731,1.59266
0.2,0.18,-1.33615,-2.62555,1.2894
0.24,0.18,-1.35698,-2.40795,1.05097
0.28,0.18,-1.33627,-2.20003,0.863761
0.32,0.18,-1.28802,-2.00396,0.715943
0.36,0.18,-1.22198,-1.82016,0.598175
0.4,0.18,-1.14479,-1.64818,0.503391
0.44,0.18,-1.0609,-1.48722,0.426322
0.48,0.18,-0.973313,-1.33636,0.363049
0.52,0.18,-0.88404,-1.19468,0.310643
0.56,0.18,-0.794424,-1.06132,0.266892
0.6,0.18,-0.705363,-0.935474,0.23011
0.64,0.18,-0.617449,-0.816445,0.198996
0.68,0.18,-0.531067,-0.703602,0.172535
0.72,0.18,-0.446459,-0.596384,0.149925
0.76,0.18,-0.363771,-0.494296,0.130525
0.8,0.18,-0.28308,-0.396902,0.113822
0.84,0.18,-0.204416,-0.303811,0.0993957
0.88,0.18,-0.127778,-0.214679,0.0869017
0.92,0.18,-0.0531421,-0.129198,0.0760558
0.96,0.18,0.0195294,-0.0470916,0.066621
1,0.18,0.0902848,0.0318862,0.0583986
1.04,0.18,0.159178,0.107957,0.0512211
1.08,0.18,0.226268,0.181321,0.0449466
1.12,0.18,0.291613,0.252159,0.0394542
1.16,0.18,0.355274,0.320633,0.0346404
1.2,0.18,0.41731,0.386894,0.0304165
1.24,0.18,0.477782,0.451076,0.026706
1.28,0.18,0.536745,0.513303,0.0234427
1.32,0.18,0.594257,0.573688,0.0205694
1.36,0.18,0.650371,0.632335,0.0180361
1.4,0.18,0.705139,0.68934,0.0157995
1.44,0.18,0.758612,0.74479,0.0138217
1.48,0.18,0.810837,0.798768,0.0120692
1.52,0.18,0.86186,0.851347,0.0105128
1.56,0.18,0.911724,0.902597,0.00912684
1.6,0.18,0.960472,0.952584,0.00788834
1.64,0.18,1.00814,1.00137,0.00677704
1.68,0.18,1.05478,1.049,0.00577482
1.72,0.18,1.10041,1.09554,0.0048654
1.76,0.18,1.14507,1.14103,0.00403407
1.8,0.18,1.18879,1.18552,0.00326744
1.84,0.18,1.23161,1.22906,0.00255317
1.88,0.18,1.27355,1.27167,0.00187983
1.92,0.18,1.31464,1.3134,0.00123664
1.96,0.18,1.3549,1.35429,0.000613345
2,0.18,1.39436,1.39436,0
0,0.2,0.0392207,-3.21888,3.2581
0.04,0.2,-0.353379,-3.17966,2.82628
0.08,0.2,-0.689453,-3.07046,2.381
0.12,0.2,-0.939628,-2.91139,1.97176
0.16,0.2,-1.10301,-2.72418,1.62117
0.2,0.2,-1.19327,-2.52573,1.33246
0.24,0.2,-1.22766,-2.32688,1.09922
0.28,0.2,-1.22171,-2.13369,0.911981
0.32,0.2,-1.18762,-1.94912,0.7615
0.36,0.2,-1.1344,-1.77431,0.639915
0.4,0.2,-1.06847,-1.60944,0.540963
0.44,0.2,-0.994354,-1.45415,0.459791
0.48,0.2,-0.915175,-1.30785,0.392677
0.52,0.2,-0.83312,-1.16989,0.336773
0.56,0.2,-0.749702,-1.03959,0.289887
0.6,0.2,-0.665969,-0.916291,0.250321
0.64,0.2,-0.582647,-0.799397,0.21675
0.68,0.2,-0.500233,-0.688359,0.188125
0.72,0.2,-0.419064,-0.58268,0.163615
0.76,0.2,-0.339364,-0.481914,0.14255
0.8,0.2,-0.261277,-0.385662,0.124385
0.84,0.2,-0.184889,-0.293566,0.108677
0.88,0.2,-0.110245,-0.205304,0.0950588
0.92,0.2,-0.0373604,-0.120587,0.0832266
0.96,0.2,0.0337693,-0.0391567,0.072926
1,0.2,0.103164,0.0392207,0.0639434
1.04,0.2,0.170854,0.114756,0.056098
1.08,0.2,0.236877,0.187641,0.0492364
1.12,0.2,0.301275,0.258047,0.0432275
1.16,0.2,0.364093,0.326133,0.0379593
1.2,0.2,0.425377,0.392042,0.0333352
1.24,0.2,0.485177,0.455905,0.0292721
1.28,0.2,0.543539,0.517841,0.0256979
1.32,0.2,0.600511,0.577961,0.0225501
1.36,0.2,0.65614,0.636365,0.0197745
1.4,0.2,0.710471,0.693147,0.0173235
1.44,0.2,0.763548,0.748393,0.0151558
1.48,0.2,0.815416,0.802181,0.0132348
1.52,0.2,0.866114,0.854586,0.0115287
1.56,0.2,0.915684,0.905675,0.0100092
1.6,0.2,0.964163,0.955511,0.00865125
1.64,0.2,1.01159,1.00416,0.0074327
1.68,0.2,1.05799,1.05166,0.00633369
1.72,0.2,1.10342,1.09808,0.00533638
1.76,0.2,1.14788,1.14346,0.00442467
1.8,0.2,1.19143,1.18784,0.00358388
1.84,0.2,1.23408,1.23128,0.00280048
1.88,0.2,1.27586,1.2738,0.00206195
1.92,0.2,1.3168,1.31544,0.00135647
1.96,0.2,1.35692,1.35625,0.000672788
2,0.2,1.39624,1.39624,0
0,0.22,0.0472652,-3.02826,3.07552
0.04,0.22,-0.288673,-2.99573,2.70706
0.08,0.22,-0.583399,-2.90407,2.32067
0.12,0.22,-0.811922,-2.7678,1.95588
0.16,0.22,-0.969646,-2.60369,1.63404
0.2,0.22,-1.06437,-2.42588,1.36152
0.24,0.22,-1.10844,-2.24432,1.13588
0.28,0.22,-1.11418,-2.06514,0.950968
0.32,0.22,-1.09199,-1.8918,0.799809
0.36,0.22,-1.04999,-1.72597,0.675984
0.4,0.22,-0.994211,-1.5683,0.574085
0.44,0.22,-0.929074,-1.41882,0.489743
0.48,0.22,-0.857757,-1.27726,0.419503
0.52,0.22,-0.782542,-1.14319,0.36065
0.56,0.22,-0.705058,-1.01611,0.311053
0.6,0.22,-0.626473,-0.895508,0.269035
0.64,0.22,-0.547619,-0.780886,0.233267
