x,y,V,Exact,Error
1.72,0.2,1.09809,1.09808,1.23244e-05
1.76,0.2,1.14347,1.14346,9.82323e-06
1.8,0.2,1.18785,1.18784,7.6161e-06
1.84,0.2,1.23128,1.23128,5.66799e-06
1.88,0.2,1.2738,1.2738,3.95066e-06
1.92,0.2,1.31545,1.31544,2.44258e-06
1.96,0.2,1.35625,1.35625,1.12872e-06
2,0.2,1.39624,1.39624,0
0,0.22,-3.02826,-3.02826,0
0.04,0.22,-2.99214,-2.99573,0.00359509
0.08,0.22,-2.89715,-2.90407,0.00691683
0.12,0.22,-2.75913,-2.7678,0.00867066
0.16,0.22,-2.59485,-2.60369,0.00884152
0.2,0.22,-2.41783,-2.42588,0.00805004
0.24,0.22,-2.23743,-2.24432,0.00688518
0.28,0.22,-2.05945,-2.06514,0.00569834
0.32,0.22,-1.88716,-1.8918,0.00464414
0.36,0.22,-1.72221,-1.72597,0.00376568
0.4,0.22,-1.56524,-1.5683,0.00305566
0.44,0.22,-1.41633,-1.41882,0.00248929
0.48,0.22,-1.27522,-1.27726,0.00203913
0.52,0.22,-1.14151,-1.14319,0.00168068
0.56,0.22,-1.01472,-1.01611,0.00139389
0.6,0.22,-0.894345,-0.895508,0.00116297
0.64,0.22,-0.77991,-0.780886,0.000975708
0.68,0.22,-0.670954,-0.671777,0.000822753
0.72,0.22,-0.567052,-0.567749,0.000696928
0.76,0.22,-0.467812,-0.468405,0.000592716
0.8,0.22,-0.372879,-0.373385,0.000505856
0.84,0.22,-0.28193,-0.282363,0.000433032
0.88,0.22,-0.19467,-0.195042,0.000371648
0.92,0.22,-0.110835,-0.111155,0.000319656
0.96,0.22,-0.0301838,-0.0304592,0.000275426
1,0.22,0.0475028,0.0472652,0.000237652
1.04,0.22,0.122423,0.122218,0.00020528
1.08,0.22,0.194757,0.194579,0.000177452
1.12,0.22,0.264669,0.264516,0.000153466
1.16,0.22,0.33231,0.332177,0.000132742
1.2,0.22,0.397817,0.397702,0.000114799
1.24,0.22,0.461314,0.461215,9.92363e-05
1.28,0.22,0.522919,0.522833,8.5716e-05
1.32,0.22,0.582736,0.582662,7.39537e-05
1.36,0.22,0.640864,0.640801,6.37077e-05
1.4,0.22,0.697393,0.697338,5.47722e-05
1.44,0.22,0.752406,0.752359,4.69712e-05
1.48,0.22,0.80598,0.80594,4.01532e-05
1.52,0.22,0.858187,0.858153,3.4188e-05
1.56,0.22,0.909094,0.909065,2.89629e-05
1.6,0.22,0.958761,0.958737,2.43804e-05
1.64,0.22,1.00725,1.00723,2.03559e-05
1.68,0.22,1.05461,1.05459,1.68161e-05
1.72,0.22,1.10089,1.10088,1.36976e-05
1.76,0.22,1.14614,1.14613,1.09456e-05
1.8,0.22,1.19041,1.1904,8.51341e-06
1.84,0.22,1.23373,1.23373,6.36149e-06
1.88,0.22,1.27615,1.27614,4.45725e-06
1.92,0.22,1.3177,1.31769,2.77463e-06
1.96,0.22,1.35841,1.35841,1.29372e-06
2,0.22,1.39832,1.39832,0
0,0.24,-2.85423,-2.85423,0
0.04,0.24,-2.824,-2.82683,0.0028338
0.08,0.24,-2.7433,-2.74887,0.00556736
0.12,0.24,-2.62385,-2.63109,0.00724322
0.16,0.24,-2.47881,-2.48651,0.00769646
0.2,0.24,-2.31959,-2.32688,0.00728474
0.24,0.24,-2.15464,-2.16109,0.0064447
0.28,0.24,-1.98961,-1.9951,0.00548616
0.32,0.24,-1.82801,-1.83258,0.00457491
0.36,0.24,-1.6718,-1.67558,0.00377852
0.4,0.24,-1.52199,-1.5251,0.00311158
0.44,0.24,-1.37894,-1.38151,0.00256485
0.48,0.24,-1.24267,-1.24479,0.00212092
0.52,0.24,-1.11298,-1.11474,0.00176139
0.56,0.24,-0.989544,-0.991014,0.0014698
0.6,0.24,-0.871999,-0.873231,0.00123242
0.64,0.24,-0.75996,-0.760998,0.0010382
0.68,0.24,-0.653048,-0.653926,0.00087839
0.72,0.24,-0.550901,-0.551648,0.000746129
0.76,0.24,-0.453179,-0.453815,0.000636035
0.8,0.24,-0.359566,-0.360109,0.000543886
0.84,0.24,-0.269769,-0.270235,0.000466357
0.88,0.24,-0.183522,-0.183923,0.000400814
0.92,0.24,-0.100581,-0.100926,0.00034516
0.96,0.24,-0.0207217,-0.0210194,0.000297714
1,0.24,0.0562593,0.0560022,0.000257122
1.04,0.24,0.130549,0.130326,0.000222281
1.08,0.24,0.202316,0.202124,0.000192291
1.12,0.24,0.271719,0.271553,0.000166413
1.16,0.24,0.338899,0.338755,0.000144032
1.2,0.24,0.403988,0.403864,0.000124639
1.24,0.24,0.467107,0.466999,0.000107806
1.28,0.24,0.528366,0.528273,9.31734e-05
1.32,0.24,0.587867,0.587787,8.04359e-05
1.36,0.24,0.645706,0.645636,6.93349e-05
1.4,0.24,0.701968,0.701909,5.96494e-05
1.44,0.24,0.756736,0.756685,5.11901e-05
1.48,0.24,0.810085,0.810041,4.37939e-05
1.52,0.24,0.862083,0.862046,3.73204e-05
1.56,0.24,0.912796,0.912765,3.16478e-05
1.6,0.24,0.962285,0.962258,2.66709e-05
1.64,0.24,1.0106,1.01058,2.22979e-05
1.68,0.24,1.05781,1.05779,1.84494e-05
1.72,0.24,1.10395,1.10393,1.50564e-05
1.76,0.24,1.14906,1.14905,1.20591e-05
1.8,0.24,1.1932,1.19319,9.40607e-06
1.84,0.24,1.23641,1.2364,7.05338e-06
1.88,0.24,1.27871,1.27871,4.96411e-06
1.92,0.24,1.32016,1.32015,3.10775e-06
1.96,0.24,1.36077,1.36077,1.45961e-06
2,0.24,1.40059,1.40059,0
0,0.26,-2.69415,-2.69415,0
0.04,0.26,-2.66848,-2.67075,0.00227615
0.08,0.26,-2.59915,-2.60369,0.00453781
0.12,0.26,-2.49496,-2.50104,0.00607982
0.16,0.26,-2.36632,-2.37301,0.00668729
0.2,0.26,-2.22279,-2.22933,0.00654836
0.24,0.26,-2.07187,-2.07784,0.00597357
0.28,0.26,-1.91893,-1.92415,0.00522082
0.32,0.26,-1.76751,-1.77196,0.00445049
0.36,0.26,-1.61979,-1.62354,0.00374284
0.4,0.26,-1.47704,-1.48017,0.00312797
0.44,0.26,-1.33986,-1.34247,0.00260942
0.48,0.26,-1.20848,-1.21066,0.00217887
0.52,0.26,-1.08289,-1.08471,0.00182391
0.56,0.26,-0.962899,-0.964431,0.00153186
0.6,0.26,-0.848276,-0.849567,0.0012913
0.64,0.26,-0.738727,-0.73982,0.00109258
0.68,0.26,-0.633951,-0.634878,0.000927765
0.72,0.26,-0.533645,-0.534435,0.000790462
0.76,0.26,-0.437519,-0.438195,0.000675542
0.8,0.26,-0.345297,-0.345876,0.000578909
0.84,0.26,-0.25672,-0.257218,0.000497292
0.88,0.26,-0.171547,-0.171975,0.000428067
0.92,0.26,-0.0895556,-0.0899247,0.000369123
0.96,0.26,-0.01054,-0.0108587,0.000318754
1,0.26,0.0656887,0.0654131,0.000275574
1.04,0.26,0.139304,0.139066,0.000238448
1.08,0.26,0.210467,0.210261,0.000206445
1.12,0.26,0.279325,0.279146,0.000178794
1.16,0.26,0.346011,0.345857,0.000154854
1.2,0.26,0.410653,0.410519,0.000134091
1.24,0.26,0.473364,0.473248,0.000116053
1.28,0.26,0.534252,0.534151,0.000100362
1.32,0.26,0.593414,0.593327,8.66947e-05
1.36,0.26,0.650941,0.650866,7.47767e-05
1.4,0.26,0.706917,0.706853,6.43731e-05
1.44,0.26,0.761422,0.761366,5.52823e-05
1.48,0.26,0.814527,0.814479,4.73307e-05
1.52,0.26,0.8663,0.86626,4.03681e-05
1.56,0.26,0.916805,0.916771,3.42645e-05
1.6,0.26,0.9661,0.966071,2.8907e-05
1.64,0.26,1.01424,1.01422,2.41974e-05
1.68,0.26,1.06128,1.06126,2.00503e-05
1.72,0.26,1.10726,1.10724,1.63911e-05
1.76,0.26,1.15223,1.15222,1.31554e-05
1.8,0.26,1.19623,1.19622,1.02871e-05
1.84,0.26,1.23931,1.2393,7.73802e-06
1.88,0.26,1.28149,1.28149,5.46694e-06
1.92,0.26,1.32283,1.32282,3.43898e-06
1.96,0.26,1.36333,1.36333,1.62487e-06
2,0.26,1.40305,1.40305,0
0,0.28,-2.54593,-2.54593,0
0.04,0.28,-2.52387,-2.52573,0.00185783
0.08,0.28,-2.46372,-2.46746,0.00374226
0.12,0.28,-2.37218,-2.37731,0.0051322
0.16,0.28,-2.25755,-2.26336,0.0058108
0.2,0.28,-2.12783,-2.13369,0.00586131
0.24,0.28,-1.9896,-1.9951,0.00549663
0.28,0.28,-1.84786,-1.85278,0.00492271
0.32,0.28,-1.70608,-1.71036,0.00428496
0.36,0.28,-1.56655,-1.57022,0.00366739
0.4,0.28,-1.4307,-1.43381,0.00310987
0.44,0.28,-1.29933,-1.30195,0.0026257
0.48,0.28,-1.17285,-1.17506,0.00221428
0.52,0.28,-1.05139,-1.05326,0.00186873
0.56,0.28,-0.934913,-0.936493,0.00158011
0.6,0.28,-0.823284,-0.824624,0.00133943
0.64,0.28,-0.716301,-0.71744,0.00113857
0.68,0.28,-0.613735,-0.614706,0.000970573
0.72,0.28,-0.515344,-0.516173,0.000829625
0.76,0.28,-0.420884,-0.421594,0.000710955
0.8,0.28,-0.330118,-0.330729,0.000610671
0.84,0.28,-0.242821,-0.243346,0.000525613
0.88,0.28,-0.158777,-0.15923,0.000453211
0.92,0.28,-0.0777864,-0.0781778,0.000391375
0.96,0.28,0.000338399,0,0.000338399
1,0.28,0.0757713,0.0754785,0.000292882
1.04,0.28,0.148674,0.14842,0.000253673
1.08,0.28,0.219195,0.218975,0.000219819
1.12,0.28,0.287473,0.287282,0.000190528
1.16,0.28,0.353635,0.35347,0.000165137
1.2,0.28,0.4178,0.417657,0.000143092
1.24,0.28,0.480078,0.479954,0.000123924
1.28,0.28,0.540569,0.540462,0.000107236
1.32,0.28,0.599369,0.599276,9.26902e-05
1.36,0.28,0.656563,0.656483,7.99982e-05
1.4,0.28,0.712234,0.712165,6.89129e-05
1.44,0.28,0.766457,0.766398,5.92216e-05
1.48,0.28,0.819302,0.819251,5.07407e-05
1.52,0.28,0.870834,0.870791,4.33114e-05
1.56,0.28,0.921116,0.921079,3.67957e-05
1.6,0.28,0.970204,0.970173,3.10739e-05
1.64,0.28,1.01815,1.01813,2.60415e-05
1.68,0.28,1.06501,1.06499,2.16074e-05
1.72,0.28,1.11082,1.1108,1.76921e-05
1.76,0.28,1.15564,1.15562,1.42264e-05
1.8,0.28,1.19949,1.19948,1.11498e-05
1.84,0.28,1.24243,1.24242,8.40997e-06
1.88,0.28,1.28449,1.28448,5.96156e-06
1.92,0.28,1.3257,1.32569,3.76549e-06
1.96,0.28,1.36609,1.36609,1.78806e-06
2,0.28,1.4057,1.4057,0
0,0.3,-2.40795,-2.40795,0
0.04,0.3,-2.38879,-2.39032,0.00153744
0.08,0.3,-2.33613,-2.33925,0.00311957
0.12,0.3,-2.25517,-2.25953,0.00435849
0.16,0.3,-2.15256,-2.15762,0.00505606
0.2,0.3,-2.03499,-2.04022,0.00523332
0.24,0.3,-1.90822,-1.91325,0.00503089
0.28,0.3,-1.77681,-1.78141,0.00460801
0.32,0.3,-1.64409,-1.64818,0.00409073
0.36,0.3,-1.51239,-1.51595,0.00356064
0.4,0.3,-1.38323,-1.38629,0.00306261
0.44,0.3,-1.25757,-1.26019,0.00261682
0.48,0.3,-1.13596,-1.13819,0.00222887
0.52,0.3,-1.01864,-1.02054,0.00189672
0.56,0.3,-0.905716,-0.907331,0.00161491
0.6,0.3,-0.797131,-0.798508,0.00137687
0.64,0.3,-0.692771,-0.693948,0.00117608
0.68,0.3,-0.592476,-0.593483,0.00100664
0.72,0.3,-0.496059,-0.496923,0.000863413
0.76,0.3,-0.403324,-0.404066,0.000742064
0.8,0.3,-0.314072,-0.314711,0.000638971
0.84,0.3,-0.228108,-0.228659,0.000551134
0.88,0.3,-0.145244,-0.14572,0.000476079
0.92,0.3,-0.0653008,-0.0657125,0.000411768
0.96,0.3,0.0118898,0.0115332,0.000356515
1,0.3,0.0864866,0.0861777,0.000308929
1.04,0.3,0.158638,0.15837,0.000267854
1.08,0.3,0.228483,0.22825,0.000232325
1.12,0.3,0.296149,0.295948,0.000201537
1.16,0.3,0.361758,0.361583,0.000174814
1.2,0.3,0.425419,0.425268,0.000151586
1.24,0.3,0.487238,0.487107,0.000131368
1.28,0.3,0.54731,0.547196,0.000113751
1.32,0.3,0.605725,0.605627,9.8384e-05
1.36,0.3,0.662567,0.662482,8.49663e-05
1.4,0.3,0.717913,0.71784,7.32399e-05
1.44,0.3,0.771836,0.771774,6.29826e-05
1.48,0.3,0.824405,0.824351,5.40018e-05
1.52,0.3,0.875682,0.875635,4.61308e-05
1.56,0.3,0.925726,0.925686,3.92246e-05
1.6,0.3,0.974593,0.97456,3.31568e-05
1.64,0.3,1.02233,1.02231,2.78174e-05
1.68,0.3,1.069,1.06898,2.31099e-05
1.72,0.3,1.11464,1.11462,1.895e-05
1.76,0.3,1.15928,1.15927,1.52641e-05
1.8,0.3,1.20298,1.20297,1.19875e-05
1.84,0.3,1.24578,1.24577,9.06393e-06
1.88,0.3,1.2877,1.28769,6.444e-06
1.92,0.3,1.32878,1.32877,4.08459e-06
1.96,0.3,1.36905,1.36905,1.94781e-06
2,0.3,1.40854,1.40854,0
0,0.32,-2.27887,-2.27887,0
0.04,0.32,-2.26208,-2.26336,0.00128756
0.08,0.32,-2.21562,-2.21824,0.00262607
0.12,0.32,-2.14357,-2.14729,0.00372406
0.16,0.32,-2.05132,-2.05573,0.0044091
0.2,0.32,-1.94445,-1.94912,0.00466718
0.24,0.32,-1.82799,-1.83258,0.00458719
0.28,0.32,-1.70607,-1.71036,0.00428901
0.32,0.32,-1.58184,-1.58572,0.00387826
0.36,0.32,-1.45759,-1.46102,0.00343032
0.4,0.32,-1.33489,-1.33789,0.00299147
0.44,0.32,-1.21481,-1.2174,0.00258616
0.48,0.32,-1.09799,-1.10021,0.00222468
0.52,0.32,-0.984804,-0.986713,0.00190904
0.56,0.32,-0.875433,-0.87707,0.00163687
0.6,0.32,-0.769921,-0.771325,0.00140389
0.64,0.32,-0.668225,-0.669431,0.00120517
0.68,0.32,-0.570248,-0.571284,0.00103591
0.72,0.32,-0.475855,-0.476746,0.000891712
0.76,0.32,-0.384894,-0.385662,0.000768729
0.8,0.32,-0.297203,-0.297867,0.000663658
0.84,0.32,-0.21262,-0.213193,0.000573708
0.88,0.32,-0.13098,-0.131476,0.000496533
0.92,0.32,-0.0521271,-0.0525573,0.000430173
0.96,0.32,0.0240895,0.0237165,0.00037299
1,0.32,0.0978132,0.0974896,0.000323615
1.04,0.32,0.169179,0.168899,0.0002809
1.08,0.32,0.238315,0.238072,0.000243882
1.12,0.32,0.305341,0.305129,0.000211752
1.16,0.32,0.370367,0.370183,0.000183823
1.2,0.32,0.433499,0.43334,0.000159517
1.24,0.32,0.494835,0.494696,0.000138338
1.28,0.32,0.554465,0.554345,0.000119866
1.32,0.32,0.612475,0.612371,0.00010374
1.36,0.32,0.668944,0.668854,8.96488e-05
1.4,0.32,0.723948,0.72387,7.73261e-05
1.44,0.32,0.777555,0.777488,6.65408e-05
1.48,0.32,0.829831,0.829774,5.70926e-05
1.52,0.32,0.880837,0.880788,4.88078e-05
1.56,0.32,0.93063,0.930588,4.15349e-05
1.6,0.32,0.979263,0.979228,3.51418e-05
1.64,0.32,1.02679,1.02676,2.95129e-05
1.68,0.32,1.07325,1.07323,2.45472e-05
1.72,0.32,1.1187,1.11868,2.01558e-05
1.76,0.32,1.16317,1.16315,1.62609e-05
1.8,0.32,1.2067,1.20669,1.2794e-05
1.84,0.32,1.24934,1.24933,9.69486e-06
1.88,0.32,1.29111,1.2911,6.91042e-06
1.92,0.32,1.33205,1.33205,4.39369e-06
1.96,0.32,1.3722,1.3722,2.10282e-06
2,0.32,1.41157,1.41157,0
0,0.34,-2.15762,-2.15762,0
0.04,0.34,-2.14278,-2.14387,0.00108952
0.08,0.34,-2.1015,-2.10373,0.0022303
0.12,0.34,-2.03702,-2.04022,0.00320102
0.16,0.34,-1.95372,-1.95758,0.00385548
0.2,0.34,-1.85631,-1.86047,0.00416149
0.24,0.34,-1.74914,-1.75331,0.00417182
0.28,0.34,-1.63592,-1.6399,0.00397458
0.32,0.34,-1.5196,-1.52326,0.00365601
0.36,0.34,-1.4024,-1.40568,0.00328327
0.4,0.34,-1.2859,-1.2888,0.00290143
0.44,0.34,-1.17123,-1.17377,0.00253713
0.48,0.34,-1.05911,-1.06132,0.00220394
0.52,0.34,-0.950011,-0.951918,0.00190705
0.56,0.34,-0.844185,-0.845832,0.00164678
0.6,0.34,-0.741757,-0.743178,0.00142091
0.64,0.34,-0.64275,-0.643976,0.00122603
0.68,0.34,-0.547123,-0.548181,0.00105844
0.72,0.34,-0.454792,-0.455706,0.000914493
0.76,0.34,-0.365646,-0.366437,0.000790873
0.8,0.34,-0.279559,-0.280243,0.000684635
0.84,0.34,-0.196395,-0.196989,0.000593227
0.88,0.34,-0.116019,-0.116534,0.000514464
0.92,0.34,-0.0382943,-0.0387408,0.000446488
0.96,0.34,0.0369125,0.0365248,0.000387727
1,0.34,0.109729,0.109392,0.000336849
1.04,0.34,0.180278,0.179985,0.000292731
1.08,0.34,0.248676,0.248421,0.00025442
1.12,0.34,0.315032,0.314811,0.000221107
1.16,0.34,0.37945,0.379258,0.000192108
1.2,0.34,0.442028,0.441861,0.000166835
1.24,0.34,0.502858,0.502713,0.00014479
1.28,0.34,0.562024,0.561899,0.000125542
1.32,0.34,0.619609,0.619501,0.000108723
1.36,0.34,0.675688,0.675594,9.40158e-05
1.4,0.34,0.730331,0.73025,8.11451e-05
1.44,0.34,0.783606,0.783536,6.98731e-05
1.48,0.34,0.835574,0.835514,5.99929e-05
1.52,0.34,0.886295,0.886244,5.13246e-05
1.56,0.34,0.935823,0.93578,4.37111e-05
1.6,0.34,0.984211,0.984174,3.70151e-05
1.64,0.34,1.03151,1.03147,3.11163e-05
1.68,0.34,1.07775,1.07773,2.59091e-05
1.72,0.34,1.123,1.12298,2.13008e-05
1.76,0.34,1.16728,1.16727,1.72095e-05
1.8,0.34,1.21064,1.21063,1.35631e-05
1.84,0.34,1.25312,1.25311,1.02979e-05
1.88,0.34,1.29473,1.29473,7.35716e-06
1.92,0.34,1.33553,1.33553,4.69034e-06
1.96,0.34,1.37554,1.37554,2.25185e-06
2,0.34,1.41478,1.41478,0
0,0.36,-2.0433,-2.0433,0
0.04,0.36,-2.0301,-2.03103,0.000930339
0.08,0.36,-1.99319,-1.9951,0.00190936
0.12,0.36,-1.93517,-1.93794,0.0027672
0.16,0.36,-1.85966,-1.86304,0.00338165
0.2,0.36,-1.7706,-1.77431,0.00371243
0.24,0.36,-1.67179,-1.67558,0.00378775
0.28,0.36,-1.56655,-1.57022,0.00367084
0.32,0.36,-1.45759,-1.46102,0.00343061
0.36,0.36,-1.34703,-1.35016,0.00312526
0.4,0.36,-1.23646,-1.23925,0.00279699
0.44,0.36,-1.12701,-1.12948,0.00247301
0.48,0.36,-1.01948,-1.02165,0.0021689
0.52,0.36,-0.914398,-0.916291,0.00189225
0.56,0.36,-0.812089,-0.813734,0.0016456
0.6,0.36,-0.712738,-0.714167,0.0014285
0.64,0.36,-0.61643,-0.617669,0.00123899
0.68,0.36,-0.523174,-0.524249,0.00107438
0.72,0.36,-0.432933,-0.433865,0.000931807
0.76,0.36,-0.345633,-0.346442,0.000808485
0.8,0.36,-0.261183,-0.261884,0.000701852
0.84,0.36,-0.179474,-0.180084,0.000609623
0.88,0.36,-0.100396,-0.100926,0.000529795
0.92,0.36,-0.0238321,-0.0242927,0.000460633
0.96,0.36,0.050333,0.0499324,0.000400647
1,0.36,0.122212,0.121864,0.000348559
1.04,0.36,0.191915,0.191612,0.000303279
1.08,0.36,0.259546,0.259283,0.000263875
1.12,0.36,0.325207,0.324978,0.000229548
1.16,0.36,0.388993,0.388794,0.000199617
1.2,0.36,0.450994,0.450821,0.000173496
1.24,0.36,0.511296,0.511146,0.000150682
1.28,0.36,0.56998,0.569849,0.000130742
1.32,0.36,0.627121,0.627007,0.000113302
1.36,0.36,0.682791,0.682693,9.8039e-05
1.4,0.36,0.737057,0.736973,8.4672e-05
1.44,0.36,0.789984,0.789911,7.29575e-05
1.48,0.36,0.84163,0.841567,6.26833e-05
1.52,0.36,0.892052,0.891998,5.36643e-05
1.56,0.36,0.941302,0.941256,4.57384e-05
1.6,0.36,0.989431,0.989392,3.87639e-05
1.64,0.36,1.03649,1.03645,3.26163e-05
1.68,0.36,1.08251,1.08248,2.7186e-05
1.72,0.36,1.12755,1.12752,2.23766e-05
1.76,0.36,1.17163,1.17161,1.81028e-05
1.8,0.36,1.21481,1.21479,1.42891e-05
1.84,0.36,1.25711,1.2571,1.08684e-05
1.88,0.36,1.29856,1.29856,7.78074e-06
1.92,0.36,1.33921,1.3392,4.9722e-06
1.96,0.36,1.37907,1.37907,2.39372e-06
2,0.36,1.41818,1.41818,0
0,0.38,-1.93517,-1.93517,0
0.04,0.38,-1.92335,-1.92415,0.000800762
0.08,0.38,-1.89015,-1.8918,0.00164638
0.12,0.38,-1.8377,-1.84011,0.0024051
0.16,0.38,-1.76898,-1.77196,0.0029755
0.2,0.38,-1.68733,-1.69065,0.00331509
0.24,0.38,-1.59605,-1.59949,0.00343576
0.28,0.38,-1.4981,-1.50148,0.00338172
0.32,0.38,-1.39597,-1.39918,0.00320705
0.36,0.38,-1.29167,-1.29463,0.00296107
0.4,0.38,-1.18673,-1.18941,0.00268215
0.44,0.38,-1.08231,-1.08471,0.00239685
0.48,0.38,-0.979241,-0.981363,0.00212178
0.52,0.38,-0.878093,-0.879959,0.00186619
0.56,0.38,-0.779252,-0.780886,0.00163434
0.6,0.38,-0.682958,-0.684386,0.00142734
0.64,0.38,-0.589346,-0.590591,0.00124445
0.68,0.38,-0.498472,-0.499556,0.00108397
0.72,0.38,-0.410338,-0.411282,0.000943773
0.76,0.38,-0.324909,-0.32573,0.000821606
0.8,0.38,-0.242121,-0.242836,0.000715305
0.84,0.38,-0.161896,-0.162519,0.000622863
0.88,0.38,-0.0841443,-0.0846868,0.000542476
0.92,0.38,-0.00877003,-0.00924258,0.000472549
0.96,0.38,0.064325,0.0639133,0.000411689
1,0.38,0.135239,0.13488,0.000358684
1.04,0.38,0.204069,0.203757,0.000312487
1.08,0.38,0.27091,0.270638,0.000272194
1.12,0.38,0.335852,0.335615,0.000237024
1.16,0.38,0.398982,0.398776,0.000206305
1.2,0.38,0.460385,0.460206,0.000179457
1.24,0.38,0.52014,0.519984,0.000155978
1.28,0.38,0.578321,0.578185,0.000135434
1.32,0.38,0.635,0.634882,0.000117448
1.36,0.38,0.690244,0.690143,0.000101692
1.4,0.38,0.744118,0.74403,8.78837e-05
1.44,0.38,0.796682,0.796606,7.57737e-05
1.48,0.38,0.847991,0.847926,6.51459e-05
1.52,0.38,0.898101,0.898045,5.5811e-05
1.56,0.38,0.947062,0.947014,4.76029e-05
1.6,0.38,0.99492,0.99488,4.03761e-05
1.64,0.38,1.04172,1.04169,3.40023e-05
1.68,0.38,1.08751,1.08748,2.83687e-05
1.72,0.38,1.13233,1.1323,2.33755e-05
1.76,0.38,1.17621,1.17619,1.89343e-05
1.8,0.38,1.21919,1.21918,1.49665e-05
1.84,0.38,1.26131,1.2613,1.1402e-05
1.88,0.38,1.30259,1.30259,8.17787e-06
1.92,0.38,1.34308,1.34307,5.23706e-06
1.96,0.38,1.38279,1.38279,2.52732e-06
2,0.38,1.42176,1.42176,0
0,0.4,-1.83258,-1.83258,0
0.04,0.4,-1.82194,-1.82263,0.000694082
0.08,0.4,-1.79193,-1.79336,0.0014288
0.12,0.4,-1.7443,-1.7464,0.00210093
0.16,0.4,-1.68153,-1.68416,0.0026265
0.2,0.4,-1.60647,-1.60944,0.00296412
0.24,0.4,-1.52198,-1.5251,0.00311515
0.28,0.4,-1.4307,-1.43381,0.00310953
0.32,0.4,-1.3349,-1.33789,0.00298895
0.36,0.4,-1.23646,-1.23925,0.00279453
0.4,0.4,-1.13687,-1.13943,0.00256032
0.44,0.4,-1.03728,-1.03959,0.00231142
0.48,0.4,-0.938519,-0.940583,0.00206468
0.52,0.4,-0.84121,-0.84304,0.0018304
0.56,0.4,-0.745778,-0.747392,0.0016141
0.6,0.4,-0.652508,-0.653926,0.00141815
0.64,0.4,-0.561578,-0.562821,0.00124289
0.68,0.4,-0.473085,-0.474172,0.00108752
0.72,0.4,-0.387068,-0.388018,0.000950567
0.76,0.4,-0.303523,-0.304354,0.000830331
0.8,0.4,-0.222419,-0.223144,0.000725029
0.84,0.4,-0.143699,-0.144332,0.000632945
0.88,0.4,-0.0672982,-0.0678507,0.000552484
0.92,0.4,0.00686181,0.00637961,0.000482202
0.96,0.4,0.0788622,0.0784414,0.000420812
1,0.4,0.148787,0.14842,0.000367179
1.04,0.4,0.216721,0.216401,0.000320309
1.08,0.4,0.282748,0.282469,0.000279332
1.12,0.4,0.346949,0.346705,0.000243493
1.16,0.4,0.409404,0.409191,0.000212134
1.2,0.4,0.470188,0.470004,0.000184684
1.24,0.4,0.529376,0.529215,0.000160646
1.28,0.4,0.587037,0.586897,0.000139588
1.32,0.4,0.643237,0.643116,0.000121133
1.36,0.4,0.698041,0.697936,0.000104952
1.4,0.4,0.751507,0.751416,9.07591e-05
1.44,0.4,0.803693,0.803615,7.83028e-05
1.48,0.4,0.854653,0.854586,6.7364e-05
1.52,0.4,0.904438,0.90438,5.77499e-05
1.56,0.4,0.953096,0.953047,4.92915e-05
1.6,0.4,1.00067,1.00063,4.18401e-05
1.64,0.4,1.04721,1.04718,3.52644e-05
1.68,0.4,1.09276,1.09273,2.94485e-05
1.72,0.4,1.13734,1.13732,2.429e-05
1.76,0.4,1.18101,1.18099,1.96976e-05
1.8,0.4,1.22379,1.22378,1.55901e-05
1.84,0.4,1.26572,1.26571,1.18946e-05
1.88,0.4,1.30683,1.30682,8.54546e-06
1.92,0.4,1.34714,1.34714,5.48286e-06
1.96,0.4,1.3867,1.38669,2.65161e-06
2,0.4,1.42552,1.42552,0
0,0.42,-1.735,-1.735,0
0.04,0.42,-1.72537,-1.72597,0.00060535
0.08,0.42,-1.69812,-1.69936,0.00124717
0.12,0.42,-1.65469,-1.65653,0.00184377
0.16,0.42,-1.59716,-1.59949,0.00232568
0.2,0.42,-1.52797,-1.53063,0.00265428
0.24,0.42,-1.44961,-1.45243,0.00282436
0.28,0.42,-1.36442,-1.36728,0.00285534
0.32,0.42,-1.27448,-1.27726,0.00277885
0.36,0.42,-1.18154,-1.18417,0.00262862
0.4,0.42,-1.08702,-1.08945,0.00243434
0.44,0.42,-0.992033,-0.994252,0.00221916
0.48,0.42,-0.897434,-0.899434,0.00199956
0.52,0.42,-0.803858,-0.805644,0.00178635
0.56,0.42,-0.711764,-0.71335,0.00158595
0.6,0.42,-0.621473,-0.622875,0.00140169
0.64,0.42,-0.533201,-0.534435,0.00123484
0.68,0.42,-0.447079,-0.448164,0.00108536
0.72,0.42,-0.363179,-0.364131,0.000952412
0.76,0.42,-0.281528,-0.282363,0.000834792
0.8,0.42,-0.20212,-0.202851,0.000731098
0.84,0.42,-0.124923,-0.125563,0.000639902
0.88,0.42,-0.0498917,-0.0504515,0.000559823
0.92,0.42,0.0230335,0.022544,0.000489576
0.96,0.42,0.0939183,0.0934903,0.00042799
1,0.42,0.162833,0.162459,0.000374013
1.04,0.42,0.22985,0.229523,0.000326709
1.08,0.42,0.295042,0.294757,0.000285254
1.12,0.42,0.358483,0.358234,0.00024892
1.16,0.42,0.420242,0.420025,0.00021707
1.2,0.42,0.480391,0.480201,0.000189145
1.24,0.42,0.538994,0.53883,0.000164658
1.28,0.42,0.596118,0.595975,0.000143179
