x,y,V,Exact,Error,Boundary
0.86,0.77,0.287206,0.287057,0.000149561,0
0.88,0.77,0.312979,0.312838,0.000141353,0
0.86,0.78,0.298768,0.298622,0.000146186,0
0.9,0.77,0.338675,0.338542,0.000133458,0
0.92,0.77,0.364283,0.364157,0.000125876,0
0.9,0.78,0.34966,0.349529,0.00013058,0
0.94,0.77,0.389793,0.389674,0.000118606,0
0.96,0.77,0.415197,0.415085,0.000111646,0
0.94,0.78,0.400234,0.400118,0.000116165,0
0.98,0.77,0.440487,0.440382,0.000104992,0
1,0.77,0.465655,0.465556,9.86375e-05,0
0.98,0.78,0.450414,0.450311,0.000102933,0
1.02,0.77,0.490695,0.490603,9.25777e-05,0
1.04,0.77,0.515601,0.515515,8.68047e-05,0
1.02,0.78,0.500139,0.500048,9.08544e-05,0
1.06,0.77,0.540369,0.540287,8.13106e-05,0
1.08,0.77,0.564992,0.564916,7.60871e-05,0
1.06,0.78,0.549357,0.549277,7.98786e-05,0
1.1,0.77,0.589468,0.589396,7.11251e-05,0
1.12,0.77,0.613792,0.613725,6.64157e-05,0
1.1,0.78,0.598027,0.597957,6.99456e-05,0
1.14,0.77,0.637961,0.637899,6.19494e-05,0
1.16,0.77,0.661972,0.661914,5.77167e-05,0
1.14,0.78,0.646117,0.646056,6.09882e-05,0
1.18,0.77,0.685824,0.68577,5.37083e-05,0
1.2,0.77,0.709513,0.709463,4.99145e-05,0
1.18,0.78,0.6936,0.693547,5.29353e-05,0
1.22,0.77,0.733039,0.732993,4.63261e-05,0
1.24,0.77,0.7564,0.756357,4.29339e-05,0
1.22,0.78,0.740458,0.740412,4.57151e-05,0
1.26,0.77,0.779594,0.779554,3.97288e-05,0
1.28,0.77,0.802621,0.802584,3.6702e-05,0
1.26,0.78,0.786677,0.786638,3.92567e-05,0
1.3,0.77,0.82548,0.825447,3.38448e-05,0
1.32,0.77,0.848172,0.84814,3.11489e-05,0
1.3,0.78,0.832247,0.832213,3.34915e-05,0
1.34,0.77,0.870694,0.870666,2.86062e-05,0
1.36,0.77,0.893048,0.893022,2.62088e-05,0
1.34,0.78,0.877162,0.877134,2.83543e-05,0
1.38,0.77,0.915234,0.91521,2.39492e-05,0
1.4,0.77,0.937252,0.93723,2.18202e-05,0
1.38,0.78,0.921421,0.921398,2.37838e-05,0
1.42,0.77,0.959102,0.959082,1.98146e-05,0
1.44,0.77,0.980785,0.980767,1.79259e-05,0
1.42,0.78,0.965024,0.965005,1.97225e-05,0
1.46,0.77,1.0023,1.00228,1.61476e-05,0
1.48,0.77,1.02365,1.02364,1.44736e-05,0
1.46,0.78,1.00797,1.00796,1.61176e-05,0
1.5,0.77,1.04484,1.04482,1.28979e-05,0
1.52,0.77,1.06586,1.06585,1.14149e-05,0
1.5,0.78,1.05027,1.05026,1.29204e-05,0
1.54,0.77,1.08672,1.08671,1.00193e-05,0
1.56,0.77,1.10742,1.10741,8.70591e-06,0
1.54,0.78,1.09193,1.09192,1.0086e-05,0
1.58,0.77,1.12795,1.12794,7.46988e-06,0
1.6,0.77,1.14833,1.14832,6.30652e-06,0
1.58,0.78,1.13296,1.13295,7.57384e-06,0
1.62,0.77,1.16855,1.16854,5.21138e-06,0
1.64,0.77,1.18861,1.18861,4.18021e-06,0
1.62,0.78,1.17335,1.17335,5.34656e-06,0
1.66,0.77,1.20852,1.20851,3.20896e-06,0
1.68,0.77,1.22827,1.22827,2.29376e-06,0
1.66,0.78,1.21313,1.21313,3.37032e-06,0
1.7,0.77,1.24787,1.24787,1.43091e-06,0
1.72,0.77,1.26731,1.26731,6.16875e-07,0
1.7,0.78,1.25231,1.25231,1.61424e-06,0
1.74,0.77,1.28661,1.28661,-1.51718e-07,0
1.76,0.77,1.30576,1.30576,-8.78113e-07,0
1.74,0.78,1.29088,1.29088,5.01056e-08,0
1.78,0.77,1.32476,1.32476,-1.56542e-06,0
1.8,0.77,1.34362,1.34362,-2.21662e-06,0
1.78,0.78,1.32888,1.32888,-1.34794e-06,0
1.82,0.77,1.36233,1.36233,-2.83461e-06,0
1.84,0.77,1.3809,1.3809,-3.42215e-06,0
1.82,0.78,1.36629,1.3663,-2.60374e-06,0
1.86,0.77,1.39933,1.39933,-3.98194e-06,0
1.88,0.77,1.41762,1.41762,-4.51658e-06,0
1.86,0.78,1.40315,1.40315,-3.73941e-06,0
1.9,0.77,1.43577,1.43577,-5.02863e-06,0
1.92,0.77,1.45378,1.45379,-5.52056e-06,0
1.9,0.78,1.43945,1.43946,-4.77571e-06,0
1.94,0.77,1.47166,1.47167,-5.99481e-06,0
1.96,0.77,1.48941,1.48941,-6.45377e-06,0
1.94,0.78,1.47521,1.47522,-5.73234e-06,0
1.98,0.77,1.50702,1.50703,-6.8998e-06,0
2,0.77,6.07703,1.52451,4.55252,1
1.98,0.78,1.51045,1.51046,-6.62825e-06,0
0.02,0.79,-0.470604,-0.470804,0.000200196,0
0,0.79,-1.90199,-0.471445,-1.43055,1
0.04,0.79,-0.468668,-0.468884,0.000216727,0
0.02,0.8,-0.445468,-0.445662,0.000194729,0
0.06,0.79,-0.46546,-0.465693,0.000232775,0
0.08,0.79,-0.460994,-0.461242,0.000248195,0
0.06,0.8,-0.440452,-0.440678,0.000225552,0
0.1,0.79,-0.455286,-0.455549,0.00026285,0
0.12,0.79,-0.448357,-0.448634,0.00027661,0
0.1,0.8,-0.430529,-0.430783,0.000254021,0
0.14,0.79,-0.440233,-0.440522,0.000289355,0
0.16,0.79,-0.430944,-0.431245,0.000300981,0
0.14,0.8,-0.415843,-0.416122,0.000279136,0
0.18,0.79,-0.420521,-0.420833,0.000311399,0
0.2,0.79,-0.409002,-0.409323,0.000320535,0
0.18,0.8,-0.396602,-0.396902,0.000300059,0
0.22,0.79,-0.396425,-0.396753,0.000328336,0
0.24,0.79,-0.382831,-0.383166,0.000334768,0
0.22,0.8,-0.373069,-0.373385,0.000316182,0
0.26,0.79,-0.368263,-0.368603,0.000339813,0
0.28,0.79,-0.352766,-0.35311,0.000343474,0
0.26,0.8,-0.345549,-0.345876,0.000327162,0
0.3,0.79,-0.336387,-0.336732,0.000345769,0
0.32,0.79,-0.31917,-0.319517,0.000346734,0
0.3,0.8,-0.314378,-0.314711,0.000332933,0
0.34,0.79,-0.301164,-0.301511,0.000346417,0
0.36,0.79,-0.282416,-0.282761,0.00034488,0
0.34,0.8,-0.279909,-0.280243,0.000333679,0
0.38,0.79,-0.262973,-0.263315,0.000342194,0
0.4,0.79,-0.24288,-0.243219,0.000338438,0
0.38,0.8,-0.242506,-0.242836,0.000329798,0
0.42,0.79,-0.222185,-0.222519,0.0003337,0
0.44,0.79,-0.200932,-0.20126,0.000328068,0
0.42,0.8,-0.202529,-0.202851,0.000321846,0
0.46,0.79,-0.179164,-0.179486,0.000321637,0
0.48,0.79,-0.156924,-0.157239,0.000314498,0
0.46,0.8,-0.160328,-0.160638,0.000310472,0
0.5,0.79,-0.134254,-0.13456,0.000306745,0
0.52,0.79,-0.111192,-0.11149,0.000298467,0
0.5,0.8,-0.116237,-0.116534,0.000296371,0
0.54,0.79,-0.0877767,-0.0880665,0.000289753,0
0.56,0.79,-0.0640445,-0.0643252,0.000280686,0
0.54,0.8,-0.0705715,-0.0708517,0.000280228,0
0.58,0.79,-0.04003,-0.0403013,0.000271344,0
0.6,0.79,-0.015766,-0.0160278,0.0002618,0
0.58,0.8,-0.0236203,-0.0238829,0.000262689,0
0.62,0.79,0.0087162,0.00846408,0.000252124,0
0.64,0.79,0.033387,0.0331446,0.000242376,0
0.62,0.8,0.0243514,0.0241071,0.000244333,0
0.66,0.79,0.0582185,0.0579858,0.000232613,0
0.68,0.79,0.0831844,0.0829615,0.000222886,0
0.66,0.8,0.0731043,0.0728786,0.000225657,0
0.7,0.79,0.10826,0.108047,0.000213239,0
0.72,0.79,0.133423,0.133219,0.000203713,0
0.7,0.8,0.122425,0.122218,0.000207076,0
0.74,0.79,0.15865,0.158456,0.000194342,0
0.76,0.79,0.183922,0.183737,0.000185155,0
0.74,0.8,0.172123,0.171934,0.000188917,0
0.78,0.79,0.209221,0.209045,0.000176176,0
0.8,0.79,0.234528,0.23436,0.000167428,0
0.78,0.8,0.222034,0.221863,0.00017143,0
0.82,0.79,0.259827,0.259668,0.000158926,0
0.84,0.79,0.285104,0.284953,0.000150684,0
0.82,0.8,0.272012,0.271858,0.000154798,0
0.86,0.79,0.310344,0.310202,0.000142711,0
0.88,0.79,0.335535,0.3354,0.000135016,0
0.86,0.8,0.321933,0.321794,0.000139141,0
0.9,0.79,0.360665,0.360537,0.000127602,0
0.92,0.79,0.385723,0.385602,0.000120473,0
0.9,0.8,0.371688,0.371564,0.000124531,0
0.94,0.79,0.410699,0.410585,0.000113628,0
0.96,0.79,0.435584,0.435477,0.000107066,0
0.94,0.8,0.421187,0.421076,0.000111,0
0.98,0.79,0.46037,0.460269,0.000100785,0
1,0.79,0.485049,0.484954,9.478e-05,0
0.98,0.8,0.470352,0.470254,9.85494e-05,0
1.02,0.79,0.509614,0.509525,8.90462e-05,0
1.04,0.79,0.534059,0.533976,8.35776e-05,0
1.02,0.8,0.519119,0.519032,8.71559e-05,0
1.06,0.79,0.558379,0.558301,7.83676e-05,0
1.08,0.79,0.582568,0.582495,7.34087e-05,0
1.06,0.8,0.567434,0.567357,7.67801e-05,0
1.1,0.79,0.606623,0.606554,6.86933e-05,0
1.12,0.79,0.630538,0.630474,6.42133e-05,0
1.1,0.8,0.615253,0.615186,6.73704e-05,0
1.14,0.79,0.65431,0.65425,5.99604e-05,0
1.16,0.79,0.677937,0.677881,5.5926e-05,0
1.14,0.8,0.662541,0.662482,5.88677e-05,0
1.18,0.79,0.701415,0.701363,5.21017e-05,0
1.2,0.79,0.724743,0.724694,4.8479e-05,0
1.18,0.8,0.709269,0.709217,5.1209e-05,0
1.22,0.79,0.747917,0.747872,4.50492e-05,0
1.24,0.79,0.770937,0.770895,4.18039e-05,0
1.22,0.8,0.755415,0.755371,4.43296e-05,0
1.26,0.79,0.7938,0.793761,3.8735e-05,0
1.28,0.79,0.816506,0.81647,3.58342e-05,0
1.26,0.8,0.800963,0.800925,3.81649e-05,0
1.3,0.79,0.839054,0.839021,3.30937e-05,0
1.32,0.79,0.861443,0.861412,3.05057e-05,0
1.3,0.8,0.845901,0.845868,3.26524e-05,0
1.34,0.79,0.883672,0.883644,2.80627e-05,0
1.36,0.79,0.905741,0.905715,2.57574e-05,0
1.34,0.8,0.890221,0.890193,2.7732e-05,0
1.38,0.79,0.92765,0.927626,2.35827e-05,0
1.4,0.79,0.949399,0.949377,2.15321e-05,0
1.38,0.8,0.933918,0.933895,2.3347e-05,0
1.42,0.79,0.970988,0.970968,1.95988e-05,0
1.44,0.79,0.992417,0.9924,1.77767e-05,0
1.42,0.8,0.976991,0.976972,1.94441e-05,0
1.46,0.79,1.01369,1.01367,1.60597e-05,0
1.48,0.79,1.0348,1.03478,1.4442e-05,0
1.46,0.8,1.01944,1.01942,1.59742e-05,0
1.5,0.79,1.05575,1.05574,1.29181e-05,0
1.52,0.79,1.07655,1.07654,1.14828e-05,0
1.5,0.8,1.06127,1.06126,1.28916e-05,0
1.54,0.79,1.09719,1.09718,1.0131e-05,0
1.56,0.79,1.11767,1.11766,8.8578e-06,0
1.54,0.8,1.10248,1.10247,1.01545e-05,0
1.58,0.79,1.138,1.13799,7.65865e-06,0
1.6,0.79,1.15818,1.15817,6.52912e-06,0
1.58,0.8,1.14308,1.14308,7.72461e-06,0
1.62,0.79,1.1782,1.17819,5.465e-06,0
1.64,0.79,1.19807,1.19807,4.46228e-06,0
1.62,0.8,1.18308,1.18308,5.56695e-06,0
1.66,0.79,1.21779,1.21779,3.51712e-06,0
1.68,0.79,1.23736,1.23736,2.62586e-06,0
1.66,0.8,1.22248,1.22248,3.64955e-06,0
1.7,0.79,1.25679,1.25678,1.78498e-06,0
1.72,0.79,1.27606,1.27606,9.91141e-07,0
1.7,0.8,1.2613,1.2613,1.94328e-06,0
1.74,0.79,1.29519,1.29519,2.41123e-07,0
1.76,0.79,1.31418,1.31418,-4.68151e-07,0
1.74,0.8,1.29954,1.29954,4.21453e-07,0
1.78,0.79,1.33302,1.33303,-1.13964e-06,0
1.8,0.79,1.35173,1.35173,-1.77618e-06,0
1.78,0.8,1.33721,1.33721,-9.40415e-07,0
1.82,0.79,1.37029,1.37029,-2.38053e-06,0
1.84,0.79,1.38871,1.38872,-2.95532e-06,0
1.82,0.8,1.37432,1.37432,-2.16492e-06,0
1.86,0.79,1.407,1.407,-3.50313e-06,0
1.88,0.79,1.42515,1.42515,-4.02646e-06,0
1.86,0.8,1.41089,1.41089,-3.27309e-06,0
1.9,0.79,1.44317,1.44317,-4.52773e-06,0
1.92,0.79,1.46105,1.46105,-5.00932e-06,0
1.9,0.8,1.44691,1.44692,-4.28468e-06,0
1.94,0.79,1.4788,1.47881,-5.47356e-06,0
1.96,0.79,1.49642,1.49643,-5.92275e-06,0
1.94,0.8,1.48242,1.48242,-5.21847e-06,0
1.98,0.79,1.51391,1.51392,-6.35916e-06,0
2,0.79,6.10431,1.53128,4.57303,1
1.98,0.8,1.5174,1.51741,-6.09258e-06,0
0.02,0.81,-0.420643,-0.420833,0.000189462,0
0,0.81,-1.7016,-0.421442,-1.28015,1
0.04,0.81,-0.418802,-0.419006,0.000204242,0
0.02,0.82,-0.396123,-0.396307,0.000184386,0
0.06,0.81,-0.415752,-0.41597,0.000218593,0
0.08,0.81,-0.411502,-0.411735,0.000232388,0
0.06,0.82,-0.39135,-0.391562,0.000211881,0
0.1,0.81,-0.40607,-0.406315,0.000245507,0
0.12,0.81,-0.399474,-0.399732,0.000257835,0
0.1,0.82,-0.381902,-0.382139,0.000237289,0
0.14,0.81,-0.391737,-0.392006,0.000269268,0
0.16,0.81,-0.382886,-0.383166,0.000279713,0
0.14,0.82,-0.36791,-0.368169,0.000259732,0
0.18,0.81,-0.372951,-0.37324,0.00028909,0
0.2,0.81,-0.361965,-0.362262,0.000297336,0
0.18,0.82,-0.349563,-0.349841,0.000278473,0
0.22,0.81,-0.349963,-0.350267,0.0003044,0
0.24,0.81,-0.336982,-0.337293,0.00031025,0
0.22,0.82,-0.327101,-0.327394,0.000292971,0
0.26,0.81,-0.323063,-0.323378,0.000314869,0
0.28,0.81,-0.308247,-0.308565,0.000318255,0
0.26,0.82,-0.300802,-0.301105,0.000302914,0
0.3,0.81,-0.292575,-0.292896,0.000320423,0
0.32,0.81,-0.276091,-0.276412,0.0003214,0
0.3,0.82,-0.270976,-0.271284,0.000308225,0
0.34,0.81,-0.258838,-0.259159,0.000321227,0
0.36,0.81,-0.24086,-0.24118,0.000319954,0
0.34,0.82,-0.237948,-0.238257,0.000309048,0
0.38,0.81,-0.222201,-0.222519,0.000317642,0
0.4,0.81,-0.202904,-0.203218,0.000314359,0
0.38,0.82,-0.202055,-0.202361,0.000305714,0
0.42,0.81,-0.183012,-0.183322,0.000310179,0
0.44,0.81,-0.162567,-0.162872,0.000305181,0
0.42,0.82,-0.163633,-0.163932,0.000298693,0
0.46,0.81,-0.14161,-0.141909,0.000299444,0
0.48,0.81,-0.120181,-0.120474,0.000293052,0
0.46,0.82,-0.12301,-0.123298,0.000288549,0
0.5,0.81,-0.0983195,-0.0986056,0.000286085,0
0.52,0.81,-0.0760626,-0.0763412,0.000278624,0
0.5,0.82,-0.0805004,-0.0807763,0.000275887,0
0.54,0.81,-0.0534465,-0.0537173,0.000270748,0
0.56,0.81,-0.030506,-0.0307685,0.00026253,0
0.54,0.82,-0.0364027,-0.036664,0.000261314,0
0.58,0.81,-0.00727422,-0.00752827,0.000254042,0
0.6,0.81,0.0162171,0.0159718,0.000245352,0
0.58,0.82,0.00900691,0.00876151,0.000245407,0
0.62,0.81,0.0399379,0.0397014,0.000236519,0
0.64,0.81,0.0638595,0.0636319,0.000227603,0
0.62,0.82,0.0554742,0.0552455,0.000228688,0
0.66,0.81,0.0879548,0.0877361,0.000218656,0
0.68,0.81,0.112198,0.111989,0.000209723,0
0.66,0.82,0.102768,0.102557,0.000211612,0
0.7,0.81,0.136566,0.136365,0.000200848,0
0.72,0.81,0.161035,0.160843,0.000192067,0
0.7,0.82,0.150681,0.150487,0.000194559,0
0.74,0.81,0.185584,0.1854,0.000183414,0
0.76,0.81,0.210193,0.210018,0.000174916,0
0.74,0.82,0.199029,0.198851,0.000177838,0
0.78,0.81,0.234843,0.234677,0.000166599,0
0.8,0.81,0.259518,0.25936,0.000158481,0
0.78,0.82,0.247647,0.247485,0.000161686,0
0.82,0.81,0.284201,0.28405,0.00015058,0
0.84,0.81,0.308877,0.308734,0.000142909,0
0.82,0.82,0.296392,0.296245,0.000146276,0
0.86,0.81,0.333532,0.333396,0.000135479,0
0.88,0.81,0.358152,0.358024,0.000128297,0
0.86,0.82,0.345139,0.345007,0.000131729,0
0.9,0.81,0.382727,0.382606,0.000121369,0
0.92,0.81,0.407245,0.40713,0.000114697,0
0.9,0.82,0.393781,0.393662,0.000118119,0
0.94,0.81,0.431696,0.431588,0.000108284,0
0.96,0.81,0.45607,0.455968,0.000102129,0
0.94,0.82,0.442224,0.442118,0.000105483,0
0.98,0.81,0.48036,0.480263,9.62296e-05,0
1,0.81,0.504556,0.504465,9.05835e-05,0
0.98,0.82,0.49039,0.490296,9.38288e-05,0
1.02,0.81,0.528652,0.528567,8.51863e-05,0
1.04,0.81,0.552642,0.552562,8.00332e-05,0
1.02,0.82,0.538213,0.538129,8.31401e-05,0
1.06,0.81,0.57652,0.576445,7.51185e-05,0
1.08,0.81,0.60028,0.600209,7.0436e-05,0
1.06,0.82,0.585635,0.585562,7.33854e-05,0
1.1,0.81,0.623917,0.623851,6.59788e-05,0
1.12,0.81,0.647427,0.647365,6.174e-05,0
1.1,0.82,0.632612,0.632548,6.45209e-05,0
1.14,0.81,0.670806,0.670748,5.77121e-05,0
1.16,0.81,0.694051,0.693997,5.38876e-05,0
1.14,0.82,0.679105,0.679048,5.64954e-05,0
1.18,0.81,0.717158,0.717108,5.02589e-05,0
1.2,0.81,0.740125,0.740078,4.68181e-05,0
1.18,0.82,0.725083,0.725033,4.92528e-05,0
1.22,0.81,0.76295,0.762906,4.35578e-05,0
1.24,0.81,0.78563,0.78559,4.04701e-05,0
1.22,0.82,0.770521,0.770479,4.27352e-05,0
1.26,0.81,0.808164,0.808126,3.75477e-05,0
1.28,0.81,0.83055,0.830515,3.47829e-05,0
1.26,0.82,0.815402,0.815365,3.68845e-05,0
1.3,0.81,0.852787,0.852754,3.21686e-05,0
1.32,0.81,0.874873,0.874844,2.96977e-05,0
1.3,0.82,0.85971,0.859678,3.16435e-05,0
1.34,0.81,0.896809,0.896782,2.73633e-05,0
1.36,0.81,0.918593,0.918568,2.51586e-05,0
1.34,0.82,0.903435,0.903408,2.69574e-05,0
1.38,0.81,0.940226,0.940203,2.30771e-05,0
1.4,0.81,0.961706,0.961685,2.11127e-05,0
1.38,0.82,0.946571,0.946548,2.27741e-05,0
1.42,0.81,0.983034,0.983014,1.92591e-05,0
1.44,0.81,1.00421,1.00419,1.75107e-05,0
1.42,0.82,0.989114,0.989095,1.90445e-05,0
1.46,0.81,1.02523,1.02522,1.58618e-05,0
1.48,0.81,1.0461,1.04609,1.4307e-05,0
1.46,0.82,1.03106,1.03105,1.5723e-05,0
1.5,0.81,1.06682,1.06681,1.28412e-05,0
1.52,0.81,1.08739,1.08738,1.14594e-05,0
1.5,0.82,1.07242,1.07241,1.27674e-05,0
1.54,0.81,1.10781,1.1078,1.01569e-05,0
1.56,0.81,1.12808,1.12807,8.92927e-06,0
1.54,0.82,1.11318,1.11317,1.01388e-05,0
1.58,0.81,1.1482,1.1482,7.77206e-06,0
1.6,0.81,1.16818,1.16817,6.68117e-06,0
1.58,0.82,1.15336,1.15335,7.80132e-06,0
1.62,0.81,1.188,1.188,5.65266e-06,0
1.64,0.81,1.20768,1.20768,4.68275e-06,0
1.62,0.82,1.19296,1.19295,5.72242e-06,0
1.66,0.81,1.22721,1.22721,3.76783e-06,0
1.68,0.81,1.2466,1.2466,2.90445e-06,0
1.66,0.82,1.23198,1.23198,3.87218e-06,0
1.7,0.81,1.26585,1.26585,2.08931e-06,0
1.72,0.81,1.28495,1.28495,1.31924e-06,0
1.7,0.82,1.27044,1.27043,2.22324e-06,0
1.74,0.81,1.30392,1.30392,5.91226e-07,0
1.76,0.81,1.32274,1.32274,-9.76501e-08,0
1.74,0.82,1.30833,1.30833,7.50583e-07,0
1.78,0.81,1.34143,1.34143,-7.50179e-07,0
1.8,0.81,1.35997,1.35998,-1.36905e-06,0
1.78,0.82,1.34568,1.34568,-5.68826e-07,0
1.82,0.81,1.37839,1.37839,-1.95686e-06,0
1.84,0.81,1.39666,1.39667,-2.51611e-06,0
1.82,0.82,1.38249,1.38249,-1.75626e-06,0
1.86,0.81,1.41481,1.41481,-3.04925e-06,0
1.88,0.81,1.43282,1.43282,-3.55862e-06,0
1.86,0.82,1.41876,1.41876,-2.83155e-06,0
1.9,0.81,1.4507,1.4507,-4.04656e-06,0
1.92,0.81,1.46845,1.46845,-4.51531e-06,0
1.9,0.82,1.45451,1.45451,-3.81335e-06,0
1.94,0.81,1.48607,1.48607,-4.9671e-06,0
1.96,0.81,1.50356,1.50357,-5.40412e-06,0
1.94,0.82,1.48975,1.48975,-4.71945e-06,0
1.98,0.81,1.52093,1.52093,-5.82853e-06,0
2,0.81,6.1321,1.53818,4.59392,1
1.98,0.82,1.52448,1.52449,-5.56706e-06,0
0.02,0.83,-0.371899,-0.372079,0.000179492,0
0,0.83,-1.5061,-0.372659,-1.13344,1
0.04,0.83,-0.370147,-0.370339,0.00019264,0
0.02,0.84,-0.347965,-0.34814,0.000174769,0
0.06,0.83,-0.367242,-0.367447,0.000205406,0
0.08,0.83,-0.363194,-0.363412,0.000217679,0
0.06,0.84,-0.343419,-0.343618,0.000199153,0
0.1,0.83,-0.358018,-0.358248,0.000229352,0
0.12,0.83,-0.351731,-0.351972,0.000240326,0
0.1,0.84,-0.334412,-0.334634,0.000221681,0
0.14,0.83,-0.344355,-0.344605,0.000250509,0
0.16,0.83,-0.335912,-0.336172,0.000259819,0
0.14,0.84,-0.321066,-0.321308,0.000241583,0
0.18,0.83,-0.326432,-0.3267,0.000268186,0
0.2,0.83,-0.315943,-0.316219,0.000275553,0
0.18,0.84,-0.303553,-0.303811,0.000258213,0
0.22,0.83,-0.304479,-0.30476,0.000281875,0
0.24,0.83,-0.292073,-0.29236,0.000287123,0
0.22,0.84,-0.282092,-0.282363,0.000271095,0
0.26,0.83,-0.278761,-0.279053,0.00029128,0
0.28,0.83,-0.264583,-0.264877,0.000294343,0
0.26,0.84,-0.256938,-0.257218,0.00027995,0
0.3,0.83,-0.249576,-0.249873,0.000296322,0
0.32,0.83,-0.233781,-0.234078,0.00029724,0
0.3,0.84,-0.228374,-0.228659,0.0002847,0
0.34,0.83,-0.217237,-0.217534,0.00029713,0
0.36,0.83,-0.199986,-0.200282,0.000296034,0
0.34,0.84,-0.196703,-0.196989,0.000285459,0
0.38,0.83,-0.182068,-0.182362,0.000294004,0
0.4,0.83,-0.163523,-0.163814,0.000291098,0
0.38,0.84,-0.162236,-0.162519,0.000282503,0
0.42,0.83,-0.144392,-0.144679,0.000287381,0
0.44,0.83,-0.124714,-0.124996,0.000282918,0
0.42,0.84,-0.125287,-0.125563,0.000276234,0
0.46,0.83,-0.104527,-0.104805,0.000277782,0
0.48,0.83,-0.0838707,-0.0841428,0.000272043,0
0.46,0.84,-0.0861626,-0.0864297,0.000267138,0
0.5,0.83,-0.0627805,-0.0630463,0.000265774,0
0.52,0.83,-0.0412924,-0.0415514,0.000259045,0
0.5,0.84,-0.0451601,-0.0454159,0.000255743,0
0.54,0.83,-0.0194407,-0.0196926,0.000251926,0
0.56,0.83,0.00274136,0.00249688,0.000244484,0
0.54,0.84,-0.00256134,-0.00280393,0.000242584,0
0.58,0.83,0.025222,0.0249853,0.000236783,0
0.6,0.83,0.0479709,0.047742,0.000228883,0
0.58,0.84,0.0413701,0.0411419,0.000228173,0
0.62,0.83,0.0709589,0.070738,0.00022084,0
0.64,0.83,0.0941583,0.0939456,0.000212706,0
0.62,0.84,0.0863907,0.0861777,0.000212978,0
0.66,0.83,0.117543,0.117338,0.000204529,0
0.68,0.83,0.141088,0.140892,0.000196352,0
0.66,0.84,0.132278,0.13208,0.00019741,0
0.7,0.83,0.16477,0.164582,0.000188215,0
0.72,0.83,0.188567,0.188386,0.000180152,0
0.7,0.84,0.17883,0.178648,0.000181818,0
0.74,0.83,0.212457,0.212285,0.000172194,0
0.76,0.83,0.236422,0.236257,0.000164368,0
0.74,0.84,0.225867,0.2257,0.000166485,0
0.78,0.83,0.260442,0.260285,0.000156696,0
0.8,0.83,0.284501,0.284352,0.000149198,0
0.78,0.84,0.273228,0.273076,0.000151633,0
0.82,0.83,0.308582,0.30844,0.00014189,0
0.84,0.83,0.332671,0.332536,0.000134786,0
0.82,0.84,0.320771,0.320633,0.000137427,0
0.86,0.83,0.356753,0.356625,0.000127896,0
0.88,0.83,0.380815,0.380694,0.000121227,0
0.86,0.84,0.368372,0.368248,0.000123983,0
0.9,0.83,0.404846,0.404732,0.000114787,0
0.92,0.83,0.428834,0.428726,0.000108577,0
0.9,0.84,0.415923,0.415811,0.000111374,0
0.94,0.83,0.452769,0.452667,0.000102602,0
0.96,0.83,0.476642,0.476545,9.68594e-05,0
0.94,0.84,0.46333,0.463231,9.96415e-05,0
0.98,0.83,0.500442,0.500351,9.135e-05,0
1,0.83,0.524164,0.524077,8.60713e-05,0
0.98,0.84,0.510514,0.510426,8.87961e-05,0
1.02,0.83,0.547798,0.547717,8.102e-05,0
1.04,0.83,0.571338,0.571262,7.61921e-05,0
1.02,0.84,0.557406,0.557327,7.88287e-05,0
1.06,0.83,0.594779,0.594707,7.1583e-05,0
1.08,0.83,0.618114,0.618046,6.71871e-05,0
1.06,0.84,0.603948,0.603879,6.97137e-05,0
1.1,0.83,0.641338,0.641275,6.29987e-05,0
1.12,0.83,0.664447,0.664388,5.90117e-05,0
1.1,0.84,0.650092,0.650031,6.14144e-05,0
1.14,0.83,0.687436,0.687381,5.52195e-05,0
1.16,0.83,0.710302,0.71025,5.16154e-05,0
1.14,0.84,0.695798,0.695744,5.38862e-05,0
1.18,0.83,0.733041,0.732993,4.81926e-05,0
1.2,0.83,0.75565,0.755605,4.49442e-05,0
1.18,0.84,0.741032,0.740985,4.70798e-05,0
1.22,0.83,0.778127,0.778086,4.18634e-05,0
1.24,0.83,0.80047,0.800431,3.89431e-05,0
1.22,0.84,0.785767,0.785726,4.09436e-05,0
1.26,0.83,0.822675,0.822639,3.61766e-05,0
1.28,0.83,0.844742,0.844709,3.35571e-05,0
1.26,0.84,0.829984,0.829948,3.54253e-05,0
1.3,0.83,0.866669,0.866638,3.1078e-05,0
1.32,0.83,0.888455,0.888426,2.87328e-05,0
1.3,0.84,0.873664,0.873634,3.04734e-05,0
1.34,0.83,0.910098,0.910071,2.65153e-05,0
1.36,0.83,0.931598,0.931573,2.44192e-05,0
1.34,0.84,0.916797,0.916771,2.60379e-05,0
1.38,0.83,0.952954,0.952931,2.24385e-05,0
1.4,0.83,0.974165,0.974144,2.05676e-05,0
1.38,0.84,0.959372,0.95935,2.20714e-05,0
1.42,0.83,0.995232,0.995213,1.88009e-05,0
1.44,0.83,1.01615,1.01614,1.71329e-05,0
1.42,0.84,1.00139,1.00137,1.8529e-05,0
1.46,0.83,1.03693,1.03691,1.55585e-05,0
1.48,0.83,1.05756,1.05755,1.40727e-05,0
1.46,0.84,1.04283,1.04282,1.53688e-05,0
1.5,0.83,1.07805,1.07804,1.26708e-05,0
1.52,0.83,1.09839,1.09838,1.13481e-05,0
