x,y,V,Exact,Error,Boundary
0.52,0.03,-1.30484,-1.30453,-0.000309009,0
0.5,0.04,-1.3802,-1.37991,-0.000284355,0
0.54,0.03,-1.22958,-1.22929,-0.000290299,0
0.56,0.03,-1.15704,-1.15677,-0.00027322,0
0.54,0.04,-1.22715,-1.2269,-0.000254421,0
0.58,0.03,-1.08704,-1.08678,-0.000257593,0
0.6,0.03,-1.0194,-1.01915,-0.000243263,0
0.58,0.04,-1.08494,-1.08471,-0.000228681,0
0.62,0.03,-0.953963,-0.953733,-0.000230095,0
0.64,0.03,-0.890597,-0.890379,-0.000217969,0
0.62,0.04,-0.952124,-0.951918,-0.000206499,0
0.66,0.03,-0.829174,-0.828967,-0.000206779,0
0.68,0.03,-0.769577,-0.76938,-0.000196435,0
0.66,0.04,-0.827552,-0.827365,-0.000187311,0
0.7,0.03,-0.711702,-0.711515,-0.000186852,0
0.72,0.03,-0.655451,-0.655274,-0.00017796,0
0.7,0.04,-0.710261,-0.71009,-0.00017064,0
0.74,0.03,-0.600738,-0.600568,-0.000169694,0
0.76,0.03,-0.547479,-0.547317,-0.000161997,0
0.74,0.04,-0.599449,-0.599293,-0.000156084,0
0.78,0.03,-0.495599,-0.495445,-0.000154819,0
0.8,0.03,-0.44503,-0.444882,-0.000148113,0
0.78,0.04,-0.49444,-0.494296,-0.000143313,0
0.82,0.03,-0.395706,-0.395564,-0.000141839,0
0.84,0.03,-0.347568,-0.347432,-0.000135961,0
0.82,0.04,-0.394657,-0.394525,-0.000132054,0
0.86,0.03,-0.30056,-0.30043,-0.000130447,0
0.88,0.03,-0.25463,-0.254505,-0.000125266,0
0.86,0.04,-0.299607,-0.299485,-0.00012208,0
0.9,0.03,-0.209731,-0.209611,-0.000120392,0
0.92,0.03,-0.165816,-0.1657,-0.000115801,0
0.9,0.04,-0.208861,-0.208748,-0.000113206,0
0.94,0.03,-0.122844,-0.122733,-0.000111472,0
0.96,0.03,-0.0807753,-0.0806679,-0.000107385,0
0.94,0.04,-0.122047,-0.121942,-0.000105274,0
0.98,0.03,-0.0395723,-0.0394687,-0.000103522,0
1,0.03,0.000799729,0.000899595,-9.98659e-05,0
0.98,0.04,-0.038839,-0.0387408,-9.8157e-05,0
1.02,0.03,0.0403735,0.0404699,-9.6403e-05,0
1.04,0.03,0.0791801,0.0792732,-9.31194e-05,0
1.02,0.04,0.0410502,0.0411419,-9.1745e-05,0
1.06,0.03,0.117248,0.117338,-9.00027e-05,0
1.08,0.03,0.154606,0.154693,-8.70417e-05,0
1.06,0.04,0.117875,0.117961,-8.59471e-05,0
1.1,0.03,0.19128,0.191364,-8.4226e-05,0
1.12,0.03,0.227293,0.227375,-8.15461e-05,0
1.1,0.04,0.191861,0.191942,-8.0686e-05,0
1.14,0.03,0.26267,0.262749,-7.89932e-05,0
1.16,0.03,0.297432,0.297509,-7.65592e-05,0
1.14,0.04,0.263211,0.263287,-7.58965e-05,0
1.18,0.03,0.331601,0.331675,-7.42368e-05,0
1.2,0.03,0.365196,0.365268,-7.20192e-05,0
1.18,0.04,0.332106,0.332177,-7.15226e-05,0
1.22,0.03,0.398236,0.398306,-6.98999e-05,0
1.24,0.03,0.43074,0.430808,-6.78732e-05,0
1.22,0.04,0.398709,0.398776,-6.75168e-05,0
1.26,0.03,0.462724,0.46279,-6.59336e-05,0
1.28,0.03,0.494205,0.494269,-6.40762e-05,0
1.26,0.04,0.463167,0.463231,-6.3838e-05,0
1.3,0.03,0.525199,0.525261,-6.22962e-05,0
1.32,0.03,0.555719,0.55578,-6.05894e-05,0
1.3,0.04,0.525614,0.525675,-6.04509e-05,0
1.34,0.03,0.585781,0.58584,-5.89518e-05,0
1.36,0.03,0.615398,0.615456,-5.73795e-05,0
1.34,0.04,0.586173,0.58623,-5.73249e-05,0
1.38,0.03,0.644584,0.644639,-5.58692e-05,0
1.4,0.03,0.673349,0.673404,-5.44176e-05,0
1.38,0.04,0.644952,0.645007,-5.44335e-05,0
1.42,0.03,0.701707,0.70176,-5.30216e-05,0
1.44,0.03,0.729668,0.72972,-5.16783e-05,0
1.42,0.04,0.702055,0.702107,-5.17534e-05,0
1.46,0.03,0.757245,0.757295,-5.03853e-05,0
1.48,0.03,0.784446,0.784495,-4.91399e-05,0
1.46,0.04,0.757574,0.757623,-4.92643e-05,0
1.5,0.03,0.811282,0.81133,-4.79399e-05,0
1.52,0.03,0.837763,0.83781,-4.6783e-05,0
1.5,0.04,0.811594,0.811641,-4.69485e-05,0
1.54,0.03,0.863899,0.863944,-4.56672e-05,0
1.56,0.03,0.889697,0.889741,-4.45907e-05,0
1.54,0.04,0.864194,0.864239,-4.47903e-05,0
1.58,0.03,0.915167,0.91521,-4.35515e-05,0
1.6,0.03,0.940316,0.940359,-4.2548e-05,0
1.58,0.04,0.915448,0.91549,-4.27757e-05,0
1.62,0.03,0.965154,0.965195,-4.15786e-05,0
1.64,0.03,0.989686,0.989727,-4.06417e-05,0
1.62,0.04,0.965421,0.965462,-4.08924e-05,0
1.66,0.03,1.01392,1.01396,-3.9736e-05,0
1.68,0.03,1.03787,1.03791,-3.88601e-05,0
1.66,0.04,1.01418,1.01422,-3.91294e-05,0
1.7,0.03,1.06153,1.06157,-3.80126e-05,0
1.72,0.03,1.08492,1.08495,-3.71924e-05,0
1.7,0.04,1.06177,1.06181,-3.74768e-05,0
1.74,0.03,1.10803,1.10807,-3.63984e-05,0
1.76,0.03,1.13088,1.13092,-3.56294e-05,0
1.74,0.04,1.10826,1.1083,-3.59257e-05,0
1.78,0.03,1.15348,1.15351,-3.48843e-05,0
1.8,0.03,1.17582,1.17585,-3.41622e-05,0
1.78,0.04,1.1537,1.15373,-3.4468e-05,0
1.82,0.03,1.19791,1.19794,-3.3462e-05,0
1.84,0.03,1.21976,1.2198,-3.27829e-05,0
1.82,0.04,1.19812,1.19816,-3.30961e-05,0
1.86,0.03,1.24138,1.24141,-3.21238e-05,0
1.88,0.03,1.26277,1.2628,-3.14838e-05,0
1.86,0.04,1.24158,1.24162,-3.18027e-05,0
1.9,0.03,1.28393,1.28396,-3.0862e-05,0
1.92,0.03,1.30486,1.30489,-3.02572e-05,0
1.9,0.04,1.28412,1.28415,-3.05806e-05,0
1.94,0.03,1.32559,1.32562,-2.96683e-05,0
1.96,0.03,1.34609,1.34612,-2.90938e-05,0
1.94,0.04,1.32577,1.3258,-2.94215e-05,0
1.98,0.03,1.36639,1.36642,-2.85316e-05,0
2,0.03,5.51942,1.38652,4.1329,1
1.98,0.04,1.36657,1.3666,-2.83136e-05,0
0.02,0.05,-5.77473,-5.84304,0.0683159,0
0,0.05,-23.9956,-5.99146,-18.0041,1
0.04,0.05,-5.44447,-5.49677,0.0522995,0
0.02,0.06,-5.47193,-5.52146,0.0495293,0
0.06,0.05,-5.0681,-5.09947,0.0313702,0
0.08,0.05,-4.70436,-4.7217,0.0173458,0
0.06,0.06,-4.90334,-4.93367,0.0303312,0
0.1,0.05,-4.37258,-4.38203,0.00944595,0
0.12,0.05,-4.07528,-4.08044,0.00516444,0
0.1,0.06,-4.28621,-4.29769,0.0114757,0
0.14,0.05,-3.80935,-3.81218,0.0028229,0
0.16,0.05,-3.57047,-3.57199,0.00151086,0
0.14,0.06,-3.75939,-3.7636,0.004212,0
0.18,0.05,-3.35451,-3.35527,0.000756295,0
0.2,0.05,-3.15794,-3.15825,0.000312719,0
0.18,0.06,-3.32267,-3.32424,0.00157119,0
0.22,0.05,-2.97784,-2.97789,4.80522e-05,0
0.24,0.05,-2.81186,-2.81175,-0.000110743,0
0.22,0.06,-2.95597,-2.95651,0.000539795,0
0.26,0.05,-2.65804,-2.65783,-0.000205347,0
0.28,0.05,-2.5148,-2.51454,-0.000260255,0
0.26,0.06,-2.64215,-2.64226,0.000107563,0
0.3,0.05,-2.38084,-2.38055,-0.000290248,0
0.32,0.05,-2.25505,-2.25475,-0.000304448,0
0.3,0.06,-2.36881,-2.36872,-8.08473e-05,0
0.34,0.05,-2.13653,-2.13622,-0.000308601,0
0.36,0.05,-2.0245,-2.0242,-0.000306383,0
0.34,0.06,-2.12711,-2.12695,-0.000162323,0
0.38,0.05,-1.9183,-1.918,-0.00030018,0
0.4,0.05,-1.81737,-1.81708,-0.000291552,0
0.38,0.06,-1.91074,-1.91054,-0.000194287,0
0.42,0.05,-1.72121,-1.72093,-0.000281532,0
0.44,0.05,-1.6294,-1.62913,-0.000270799,0
0.42,0.06,-1.715,-1.7148,-0.000202578,0
0.46,0.05,-1.54157,-1.54131,-0.000259805,0
0.48,0.05,-1.45739,-1.45715,-0.000248843,0
0.46,0.06,-1.53639,-1.53619,-0.000199472,0
0.5,0.05,-1.37658,-1.37634,-0.000238104,0
0.52,0.05,-1.29888,-1.29865,-0.000227707,0
0.5,0.06,-1.37219,-1.372,-0.000191044,0
0.54,0.05,-1.22405,-1.22384,-0.000217723,0
0.56,0.05,-1.1519,-1.1517,-0.00020819,0
0.54,0.06,-1.22028,-1.2201,-0.000180373,0
0.58,0.05,-1.08225,-1.08205,-0.000199125,0
0.6,0.05,-1.01492,-1.01473,-0.000190528,0
0.58,0.06,-1.07898,-1.07881,-0.000169042,0
0.62,0.05,-0.949771,-0.949589,-0.000182391,0
0.64,0.05,-0.886664,-0.886489,-0.000174698,0
0.62,0.06,-0.946908,-0.94675,-0.000157855,0
0.66,0.05,-0.825476,-0.825308,-0.000167432,0
0.68,0.05,-0.766094,-0.765933,-0.000160571,0
0.66,0.06,-0.822948,-0.8228,-0.000147203,0
0.7,0.05,-0.708415,-0.708261,-0.000154094,0
0.72,0.05,-0.652345,-0.652197,-0.000147977,0
0.7,0.06,-0.706167,-0.70603,-0.000137259,0
0.74,0.05,-0.597797,-0.597655,-0.0001422,0
0.76,0.05,-0.544692,-0.544555,-0.000136742,0
0.74,0.06,-0.595786,-0.595658,-0.000128078,0
0.78,0.05,-0.492954,-0.492822,-0.000131582,0
0.8,0.05,-0.442515,-0.442388,-0.0001267,0
0.78,0.06,-0.491143,-0.491023,-0.000119651,0
0.82,0.05,-0.393313,-0.393191,-0.00012208,0
0.84,0.05,-0.345288,-0.34517,-0.000117704,0
0.82,0.06,-0.391674,-0.391562,-0.000111939,0
0.86,0.05,-0.298385,-0.298271,-0.000113556,0
0.88,0.05,-0.252553,-0.252444,-0.000109621,0
0.86,0.06,-0.296895,-0.29679,-0.00010489,0
0.9,0.05,-0.207745,-0.207639,-0.000105886,0
0.92,0.05,-0.163916,-0.163814,-0.000102337,0
0.9,0.06,-0.206385,-0.206286,-9.84449e-05,0
0.94,0.05,-0.121024,-0.120925,-9.89627e-05,0
0.96,0.05,-0.0790307,-0.078935,-9.57522e-05,0
0.94,0.06,-0.119777,-0.119685,-9.25478e-05,0
0.98,0.05,-0.0378984,-0.0378057,-9.26951e-05,0
1,0.05,0.0024071,0.00249688,-8.97817e-05,0
0.98,0.06,-0.0367511,-0.036664,-8.71444e-05,0
1.02,0.05,0.0419183,0.0420053,-8.70033e-05,0
1.04,0.05,0.0806658,0.0807501,-8.43515e-05,0
1.02,0.06,0.0429773,0.0430595,-8.21847e-05,0
1.06,0.05,0.118679,0.11876,-8.18189e-05,0
1.08,0.05,0.155984,0.156063,-7.93982e-05,0
1.06,0.06,0.119659,0.119737,-7.76239e-05,0
1.1,0.05,0.192607,0.192684,-7.70829e-05,0
1.12,0.05,0.228574,0.228648,-7.48669e-05,0
1.1,0.06,0.193518,0.193591,-7.34215e-05,0
1.14,0.05,0.263906,0.263978,-7.27446e-05,0
1.16,0.05,0.298625,0.298696,-7.07105e-05,0
1.14,0.06,0.264753,0.264823,-6.95415e-05,0
1.18,0.05,0.332754,0.332823,-6.87599e-05,0
1.2,0.05,0.366311,0.366378,-6.68882e-05,0
1.18,0.06,0.333545,0.333611,-6.59522e-05,0
1.22,0.05,0.399315,0.39938,-6.50909e-05,0
1.24,0.05,0.431784,0.431847,-6.33643e-05,0
1.22,0.06,0.400055,0.400118,-6.26252e-05,0
1.26,0.05,0.463735,0.463797,-6.17045e-05,0
1.28,0.05,0.495185,0.495245,-6.01081e-05,0
1.26,0.06,0.464429,0.464488,-5.95357e-05,0
1.3,0.05,0.526148,0.526207,-5.85719e-05,0
1.32,0.05,0.55664,0.556697,-5.70928e-05,0
1.3,0.06,0.5268,0.526856,-5.66614e-05,0
1.34,0.05,0.586675,0.586731,-5.5668e-05,0
1.36,0.05,0.616266,0.61632,-5.42948e-05,0
1.34,0.06,0.587288,0.587342,-5.39829e-05,0
1.38,0.05,0.645426,0.645479,-5.29708e-05,0
1.4,0.05,0.674167,0.674219,-5.16936e-05,0
1.38,0.06,0.646004,0.646056,-5.14829e-05,0
1.42,0.05,0.702502,0.702553,-5.0461e-05,0
1.44,0.05,0.730442,0.730491,-4.9271e-05,0
1.42,0.06,0.703048,0.703098,-4.91459e-05,0
1.46,0.05,0.757997,0.758045,-4.81216e-05,0
1.48,0.05,0.785178,0.785225,-4.7011e-05,0
1.46,0.06,0.758513,0.75856,-4.69583e-05,0
1.5,0.05,0.811995,0.812041,-4.59376e-05,0
1.52,0.05,0.838457,0.838502,-4.48996e-05,0
1.5,0.06,0.812484,0.812529,-4.4908e-05,0
1.54,0.05,0.864575,0.864618,-4.38955e-05,0
1.56,0.05,0.890355,0.890398,-4.2924e-05,0
1.54,0.06,0.865039,0.865082,-4.29839e-05,0
1.58,0.05,0.915809,0.915851,-4.19837e-05,0
1.6,0.05,0.940942,0.940983,-4.10733e-05,0
1.58,0.06,0.91625,0.916291,-4.11763e-05,0
1.62,0.05,0.965764,0.965804,-4.01915e-05,0
1.64,0.05,0.990282,0.990322,-3.93372e-05,0
1.62,0.06,0.966184,0.966223,-3.94765e-05,0
1.66,0.05,1.0145,1.01454,-3.85093e-05,0
1.68,0.05,1.03844,1.03847,-3.77068e-05,0
1.66,0.06,1.0149,1.01494,-3.78764e-05,0
1.7,0.05,1.06208,1.06212,-3.69287e-05,0
1.72,0.05,1.08546,1.08549,-3.6174e-05,0
1.7,0.06,1.06247,1.0625,-3.63688e-05,0
1.74,0.05,1.10856,1.1086,-3.54418e-05,0
1.76,0.05,1.1314,1.13143,-3.47312e-05,0
1.74,0.06,1.10892,1.10896,-3.49471e-05,0
1.78,0.05,1.15398,1.15402,-3.40414e-05,0
1.8,0.05,1.17631,1.17634,-3.33715e-05,0
1.78,0.06,1.15433,1.15436,-3.36049e-05,0
1.82,0.05,1.19839,1.19843,-3.27207e-05,0
1.84,0.05,1.22024,1.22027,-3.20881e-05,0
1.82,0.06,1.19873,1.19876,-3.23362e-05,0
1.86,0.05,1.24184,1.24188,-3.1473e-05,0
1.88,0.05,1.26322,1.26325,-3.08744e-05,0
1.86,0.06,1.24216,1.24219,-3.1135e-05,0
1.9,0.05,1.28437,1.2844,-3.02915e-05,0
1.92,0.05,1.3053,1.30533,-2.9723e-05,0
1.9,0.06,1.28467,1.2847,-2.99949e-05,0
1.94,0.05,1.32601,1.32604,-2.91678e-05,0
1.96,0.05,1.34651,1.34654,-2.86244e-05,0
1.94,0.06,1.3263,1.32633,-2.89078e-05,0
1.98,0.05,1.3668,1.36683,-2.80905e-05,0
2,0.05,5.5211,1.38692,4.13418,1
1.98,0.06,1.36708,1.36711,-2.78624e-05,0
0.02,0.07,-5.20321,-5.24005,0.0368412,0
0,0.07,-21.3508,-5.31852,-16.0323,1
0.04,0.07,-5,-5.03595,0.03595,0
0.02,0.08,-4.96271,-4.99083,0.0281255,0
0.06,0.07,-4.73988,-4.76769,0.0278087,0
0.08,0.07,-4.46377,-4.48295,0.0191813,0
0.06,0.08,-4.58041,-4.60517,0.0247558,0
0.1,0.07,-4.19378,-4.20639,0.012616,0
0.12,0.07,-3.93946,-3.94765,0.00818824,0
0.1,0.08,-4.09743,-4.11047,0.0130468,0
0.14,0.07,-3.70376,-3.70908,0.00532611,0
0.16,0.07,-3.48654,-3.49003,0.00349015,0
0.14,0.08,-3.6435,-3.64966,0.0061597,0
0.18,0.07,-3.28646,-3.28876,0.00230304,0
0.2,0.07,-3.10179,-3.10332,0.00152436,0
0.18,0.08,-3.2464,-3.24934,0.0029358,0
0.22,0.07,-2.93081,-2.93182,0.00100522,0
0.24,0.07,-2.77194,-2.77259,0.000653608,0
0.22,0.08,-2.90263,-2.90407,0.00143459,0
0.26,0.07,-2.62376,-2.62417,0.000412051,0
0.28,0.07,-2.48506,-2.48531,0.000244086,0
0.26,0.08,-2.60299,-2.60369,0.000702859,0
0.3,0.07,-2.35481,-2.35493,0.000126167,0
0.32,0.07,-2.23208,-2.23213,4.28138e-05,0
0.3,0.08,-2.33892,-2.33925,0.00032792,0
0.34,0.07,-2.11612,-2.11611,-1.63299e-05,0
0.36,0.07,-2.00625,-2.00619,-5.83054e-05,0
0.34,0.08,-2.10361,-2.10373,0.000127742,0
0.38,0.07,-1.90189,-1.9018,-8.79738e-05,0
0.4,0.07,-1.80252,-1.80242,-0.000108738,0
0.38,0.08,-1.89178,-1.8918,1.7788e-05,0
0.42,0.07,-1.70773,-1.7076,-0.000123011,0
0.44,0.07,-1.6171,-1.61697,-0.000132522,0
0.42,0.08,-1.69941,-1.69936,-4.34323e-05,0
0.46,0.07,-1.5303,-1.53016,-0.000138524,0
0.48,0.07,-1.44704,-1.44689,-0.000141934,0
0.46,0.08,-1.52334,-1.52326,-7.73445e-05,0
0.5,0.07,-1.36703,-1.36688,-0.000143427,0
0.52,0.07,-1.29004,-1.28989,-0.000143505,0
0.5,0.08,-1.36111,-1.36102,-9.55104e-05,0
0.54,0.07,-1.21585,-1.21571,-0.000142543,0
0.56,0.07,-1.14427,-1.14413,-0.000140821,0
0.54,0.08,-1.21077,-1.21066,-0.000104407,0
0.58,0.07,-1.07513,-1.07499,-0.000138552,0
0.6,0.07,-1.00827,-1.00813,-0.000135897,0
0.58,0.08,-1.07072,-1.07061,-0.000107779,0
0.62,0.07,-0.943538,-0.943405,-0.000132976,0
0.64,0.07,-0.880812,-0.880682,-0.000129883,0
0.62,0.08,-0.939667,-0.939559,-0.000107844,0
0.66,0.07,-0.819972,-0.819845,-0.000126687,0
0.68,0.07,-0.760907,-0.760784,-0.00012344,0
0.66,0.08,-0.816551,-0.816445,-0.000105948,0
0.7,0.07,-0.70352,-0.7034,-0.000120184,0
0.72,0.07,-0.647717,-0.6476,-0.000116947,0
0.7,0.08,-0.700476,-0.700373,-0.000102915,0
0.74,0.07,-0.593416,-0.593302,-0.000113752,0
0.76,0.07,-0.540537,-0.540426,-0.000110615,0
0.74,0.08,-0.59069,-0.590591,-9.92593e-05,0
0.78,0.07,-0.489009,-0.488901,-0.000107548,0
0.8,0.07,-0.438765,-0.43866,-0.000104558,0
0.78,0.08,-0.486554,-0.486458,-9.53009e-05,0
0.82,0.07,-0.389743,-0.389641,-0.000101652,0
0.84,0.07,-0.341885,-0.341786,-9.88311e-05,0
0.82,0.08,-0.38752,-0.387429,-9.12398e-05,0
0.86,0.07,-0.295139,-0.295042,-9.60985e-05,0
0.88,0.07,-0.249453,-0.249359,-9.3454e-05,0
0.86,0.08,-0.293117,-0.29303,-8.71999e-05,0
0.9,0.07,-0.204781,-0.20469,-9.08972e-05,0
0.92,0.07,-0.161079,-0.160991,-8.84266e-05,0
0.9,0.08,-0.202934,-0.202851,-8.32561e-05,0
0.94,0.07,-0.118307,-0.118221,-8.60407e-05,0
0.96,0.07,-0.076425,-0.0763412,-8.37372e-05,0
0.94,0.08,-0.116613,-0.116534,-7.94523e-05,0
0.98,0.07,-0.0353979,-0.0353163,-8.15137e-05,0
1,0.07,0.00480867,0.00488803,-7.93678e-05,0
0.98,0.08,-0.0338394,-0.0337636,-7.58122e-05,0
1.02,0.07,0.0442266,0.0443039,-7.72967e-05,0
1.04,0.07,0.0828862,0.0829615,-7.52977e-05,0
1.02,0.08,0.0456655,0.0457379,-7.23465e-05,0
1.06,0.07,0.120816,0.120889,-7.33682e-05,0
1.08,0.07,0.158043,0.158114,-7.15054e-05,0
1.06,0.08,0.122149,0.122218,-6.90579e-05,0
1.1,0.07,0.194592,0.194662,-6.97068e-05,0
1.12,0.07,0.230488,0.230556,-6.79697e-05,0
1.1,0.08,0.19583,0.195896,-6.59439e-05,0
1.14,0.07,0.265754,0.26582,-6.62916e-05,0
1.16,0.07,0.30041,0.300475,-6.46701e-05,0
1.14,0.08,0.266906,0.266969,-6.2999e-05,0
1.18,0.07,0.334479,0.334542,-6.3103e-05,0
1.2,0.07,0.367979,0.36804,-6.15879e-05,0
1.18,0.08,0.335555,0.335615,-6.02158e-05,0
1.22,0.07,0.400928,0.400988,-6.01227e-05,0
1.24,0.07,0.433346,0.433404,-5.87054e-05,0
1.22,0.08,0.401935,0.401992,-5.75863e-05,0
1.26,0.07,0.465248,0.465305,-5.7334e-05,0
1.28,0.07,0.49665,0.496706,-5.60066e-05,0
1.26,0.08,0.466191,0.466247,-5.5102e-05,0
1.3,0.07,0.527569,0.527624,-5.47215e-05,0
1.32,0.07,0.558018,0.558072,-5.3477e-05,0
1.3,0.08,0.528456,0.528508,-5.27545e-05,0
1.34,0.07,0.588012,0.588064,-5.22715e-05,0
1.36,0.07,0.617564,0.617615,-5.11033e-05,0
1.34,0.08,0.588847,0.588897,-5.05356e-05,0
1.38,0.07,0.646687,0.646737,-4.99712e-05,0
1.4,0.07,0.675392,0.675441,-4.88737e-05,0
1.38,0.08,0.647474,0.647522,-4.84375e-05,0
1.42,0.07,0.703693,0.703741,-4.78094e-05,0
1.44,0.07,0.7316,0.731646,-4.67771e-05,0
1.42,0.08,0.704436,0.704483,-4.64528e-05,0
1.46,0.07,0.759123,0.759169,-4.57756e-05,0
1.48,0.07,0.786274,0.786319,-4.48039e-05,0
1.46,0.08,0.759826,0.759871,-4.45748e-05,0
1.5,0.07,0.813062,0.813106,-4.38607e-05,0
1.52,0.07,0.839496,0.839539,-4.29452e-05,0
1.5,0.08,0.813728,0.813771,-4.2797e-05,0
1.54,0.07,0.865587,0.865629,-4.20562e-05,0
1.56,0.07,0.891342,0.891383,-4.11929e-05,0
1.54,0.08,0.866219,0.86626,-4.11133e-05,0
1.58,0.07,0.91677,0.916811,-4.03543e-05,0
1.6,0.07,0.94188,0.941919,-3.95397e-05,0
1.58,0.08,0.917371,0.91741,-3.95184e-05,0
1.62,0.07,0.966679,0.966718,-3.87481e-05,0
1.64,0.07,0.991175,0.991213,-3.79789e-05,0
1.62,0.08,0.96725,0.967288,-3.8007e-05,0
1.66,0.07,1.01537,1.01541,-3.72312e-05,0
1.68,0.07,1.03929,1.03932,-3.65044e-05,0
1.66,0.08,1.01592,1.01596,-3.65743e-05,0
1.7,0.07,1.06291,1.06295,-3.57977e-05,0
1.72,0.07,1.08627,1.0863,-3.51104e-05,0
1.7,0.08,1.06343,1.06347,-3.52158e-05,0
1.74,0.07,1.10935,1.10939,-3.4442e-05,0
1.76,0.07,1.13217,1.13221,-3.37916e-05,0
1.74,0.08,1.10985,1.10988,-3.3927e-05,0
1.78,0.07,1.15474,1.15477,-3.31588e-05,0
1.8,0.07,1.17705,1.17708,-3.25428e-05,0
1.78,0.08,1.15521,1.15524,-3.27036e-05,0
1.82,0.07,1.19912,1.19915,-3.1943e-05,0
1.84,0.07,1.22095,1.22098,-3.13586e-05,0
1.82,0.08,1.19957,1.1996,-3.15414e-05,0
1.86,0.07,1.24254,1.24257,-3.07891e-05,0
1.88,0.07,1.2639,1.26393,-3.02336e-05,0
1.86,0.08,1.24297,1.243,-3.04355e-05,0
1.9,0.07,1.28503,1.28506,-2.96912e-05,0
1.92,0.07,1.30595,1.30598,-2.91609e-05,0
1.9,0.08,1.28545,1.28548,-2.93806e-05,0
1.94,0.07,1.32665,1.32668,-2.86416e-05,0
1.96,0.07,1.34714,1.34716,-2.81318e-05,0
1.94,0.08,1.32705,1.32708,-2.83696e-05,0
1.98,0.07,1.36742,1.36744,-2.76296e-05,0
2,0.07,5.52358,1.38752,4.13606,1
1.98,0.08,1.3678,1.36782,-2.73923e-05,0
0.02,0.09,-4.74569,-4.76769,0.0219954,0
0,0.09,-19.3465,-4.81589,-14.5306,1
0.04,0.09,-4.61152,-4.63563,0.0241137,0
0.02,0.1,-4.54837,-4.56595,0.0175752,0
0.06,0.09,-4.42647,-4.44817,0.0216923,0
0.08,0.09,-4.21628,-4.23361,0.0173223,0
0.06,0.1,-4.27882,-4.29769,0.0188646,0
0.1,0.09,-3.99888,-4.01184,0.0129591,0
0.12,0.09,-3.78485,-3.79424,0.0093945,0
0.1,0.1,-3.8995,-3.91202,0.012522,0
0.14,0.09,-3.57959,-3.58632,0.00673058,0
0.16,0.09,-3.38544,-3.39026,0.00481684,0
0.14,0.1,-3.51291,-3.51998,0.00707075,0
0.18,0.09,-3.20299,-3.20645,0.00346158,0
0.2,0.09,-3.03197,-3.03447,0.00250285,0
0.18,0.1,-3.15673,-3.16061,0.00387955,0
0.22,0.09,-2.87169,-2.87351,0.00182071,0
0.24,0.09,-2.72133,-2.72266,0.00133092,0
0.22,0.1,-2.83828,-2.84044,0.00215898,0
0.26,0.09,-2.58,-2.58098,0.000975538,0
0.28,0.09,-2.4469,-2.44761,0.000714917,0
0.26,0.1,-2.55496,-2.55619,0.00122658,0
0.3,0.09,-2.32125,-2.32177,0.000521809,0
0.32,0.09,-2.20236,-2.20274,0.000377352,0
0.3,0.1,-2.30188,-2.30259,0.000705581,0
0.34,0.09,-2.08963,-2.0899,0.000268353,0
0.36,0.09,-1.98249,-1.98268,0.000185481,0
0.34,0.1,-2.07425,-2.07465,0.000404101,0
0.38,0.09,-1.88047,-1.88059,0.000122062,0
0.4,0.09,-1.78312,-1.7832,7.32676e-05,0
0.38,0.1,-1.86798,-1.86821,0.000223965,0
0.42,0.09,-1.69007,-1.69011,3.55681e-05,0
0.44,0.09,-1.60097,-1.60097,6.35488e-06,0
0.42,0.1,-1.67975,-1.67986,0.000113423,0
0.46,0.09,-1.51551,-1.51549,-1.63179e-05,0
0.48,0.09,-1.43342,-1.43339,-3.39154e-05,0
0.46,0.1,-1.50684,-1.50688,4.41819e-05,0
0.5,0.09,-1.35446,-1.35441,-4.75502e-05,0
0.52,0.09,-1.2784,-1.27834,-5.80737e-05,0
0.5,0.1,-1.34707,-1.34707,2.00578e-07,0
0.54,0.09,-1.20504,-1.20497,-6.61427e-05,0
0.56,0.09,-1.13421,-1.13414,-7.22669e-05,0
0.54,0.1,-1.19868,-1.19865,-2.79246e-05,0
0.58,0.09,-1.06574,-1.06566,-7.68446e-05,0
0.6,0.09,-0.999481,-0.999401,-8.0189e-05,0
0.58,0.1,-1.06021,-1.06016,-4.5875e-05,0
0.62,0.09,-0.935301,-0.935219,-8.25473e-05,0
0.64,0.09,-0.873076,-0.872992,-8.4116e-05,0
0.62,0.1,-0.930447,-0.93039,-5.71756e-05,0
0.66,0.09,-0.812692,-0.812607,-8.50519e-05,0
0.68,0.09,-0.754045,-0.753959,-8.54803e-05,0
0.66,0.1,-0.808398,-0.808334,-6.40652e-05,0
0.7,0.09,-0.69704,-0.696954,-8.55023e-05,0
0.72,0.09,-0.641589,-0.641504,-8.51993e-05,0
0.7,0.1,-0.693215,-0.693147,-6.7995e-05,0
0.74,0.09,-0.587611,-0.587527,-8.4637e-05,0
0.76,0.09,-0.535031,-0.534948,-8.3869e-05,0
0.74,0.1,-0.584183,-0.584113,-6.99228e-05,0
0.78,0.09,-0.48378,-0.483697,-8.29387e-05,0
0.8,0.09,-0.433792,-0.43371,-8.18815e-05,0
0.78,0.1,-0.48069,-0.48062,-7.04903e-05,0
0.82,0.09,-0.385008,-0.384927,-8.07262e-05,0
0.84,0.09,-0.337372,-0.337293,-7.94964e-05,0
0.82,0.1,-0.382209,-0.382139,-7.01333e-05,0
0.86,0.09,-0.290832,-0.290753,-7.82114e-05,0
